,car_number,completed_laps,elapsed_time,lap_status,last_laptime,last_pitted_lap,pit_stop_count,rank,track_status
86,1,87,3708.907348868714,T,42.05558938410042,0.0,0.0,6,G
87,1,88,3750.760926843477,T,41.85357797476323,0.0,0.0,6,G
88,1,89,3791.600173944447,T,40.83924710096961,0.0,0.0,6,G
89,1,90,3832.2443899256887,T,40.64421598124183,0.0,0.0,6,G
90,1,91,3873.308475205714,T,41.06408528002535,0.0,0.0,6,G
91,1,92,3914.9671152949118,T,41.658640089197746,0.0,0.0,6,G
92,1,93,3957.0400667996837,T,42.0729515047721,0.0,0.0,5,G
93,1,94,3999.9790094391547,T,42.93894263947108,0.0,0.0,5,G
94,1,95,4040.746072971943,T,40.767063532788086,0.0,0.0,5,G
95,1,96,4081.6770644331855,T,40.93099146124286,0.0,0.0,5,G
96,1,97,4123.145536861868,T,41.4684724286824,0.0,0.0,5,G
97,1,98,4165.327601693179,T,42.182064831310385,0.0,0.0,4,G
98,1,99,4205.874613858811,T,40.547012165632246,0.0,0.0,3,G
99,1,100,4247.905749514714,T,42.03113565590349,0.0,0.0,2,G
100,1,101,4289.490631203448,T,41.58488168873371,0.0,0.0,2,G
101,1,102,4331.6051400617125,T,42.11450885826426,0.0,0.0,2,G
102,1,103,4373.498201612076,T,41.893061550363015,0.0,0.0,1,G
103,1,104,4427.3197928189475,P,53.82159120687197,103.0,2.0,2,G
104,1,105,4493.287638501366,T,65.96784568241867,0.0,0.0,9,G
105,1,106,4535.521217344826,T,42.23357884346067,0.0,0.0,7,G
106,1,107,4577.377623164751,T,41.856405819924646,0.0,0.0,7,G
107,1,108,4619.442728385856,T,42.06510522110494,0.0,0.0,7,G
108,1,109,4660.193582730075,T,40.75085434421935,0.0,0.0,7,G
109,1,110,4701.60271103515,T,41.40912830507463,0.0,0.0,6,G
110,1,111,4743.6065235453025,T,42.003812510153224,0.0,0.0,6,G
111,1,112,4784.429053695594,T,40.82253015029159,0.0,0.0,6,G
112,1,113,4825.8647571239,T,41.43570342830612,0.0,0.0,6,G
113,1,114,4867.044030984018,T,41.17927386011786,0.0,0.0,6,G
114,1,115,4908.900952544775,T,41.85692156075637,0.0,0.0,6,G
115,1,116,4950.413927967383,T,41.51297542260791,0.0,0.0,6,G
116,1,117,4991.702491373889,T,41.28856340650571,0.0,0.0,6,G
117,1,118,5033.030166893878,T,41.32767551998945,0.0,0.0,6,G
118,1,119,5074.373341291143,T,41.343174397264754,0.0,0.0,6,G
119,1,120,5115.315996165723,T,40.942654874579425,0.0,0.0,6,G
120,1,121,5155.892677192789,T,40.57668102706625,0.0,0.0,6,G
121,1,122,5197.9722630783945,T,42.079585885605695,0.0,0.0,6,G
122,1,123,5239.247445864103,T,41.275182785708296,0.0,0.0,6,G
123,1,124,5280.131023566163,T,40.8835777020606,0.0,0.0,6,G
124,1,125,5322.33915324921,T,42.208129683046536,0.0,0.0,5,G
125,1,126,5364.861465859851,T,42.522312610641244,0.0,0.0,5,G
126,1,127,5405.463576728397,T,40.60211086854653,0.0,0.0,5,G
127,1,128,5447.725598581233,T,42.26202185283573,0.0,0.0,5,G
128,1,129,5489.073151150604,T,41.34755256937118,0.0,0.0,5,G
129,1,130,5531.953283008577,T,42.880131857973176,0.0,0.0,4,G
130,1,131,5573.883161555364,T,41.929878546786206,0.0,0.0,3,G
131,1,132,5615.041914556666,T,41.158753001302216,0.0,0.0,3,G
132,1,133,5656.559155165,T,41.517240608334966,0.0,0.0,3,G
133,1,134,5698.892972917186,T,42.333817752185524,0.0,0.0,1,G
134,1,135,5740.353340159026,T,41.4603672418395,0.0,0.0,1,G
135,1,136,5782.156328672228,T,41.80298851320194,0.0,0.0,1,G
136,1,137,5837.033007042771,P,54.87667837054344,136.0,3.0,2,G
137,1,138,5902.554924888982,T,65.52191784621078,0.0,0.0,8,G
138,1,139,5944.185823238616,T,41.63089834963407,0.0,0.0,7,G
139,1,140,5985.356595492245,T,41.170772253628996,0.0,0.0,7,G
140,1,141,6026.851634797244,T,41.49503930499871,0.0,0.0,6,G
141,1,142,6068.248828426507,T,41.39719362926357,0.0,0.0,6,G
142,1,143,6109.622216487444,T,41.37338806093679,0.0,0.0,6,G
143,1,144,6150.93028132036,T,41.30806483291599,0.0,0.0,6,G
144,1,145,6192.470204692812,T,41.53992337245155,0.0,0.0,6,G
145,1,146,6235.2845515490735,T,42.814346856261125,0.0,0.0,6,G
146,1,147,6277.427835021885,T,42.14328347281111,0.0,0.0,6,G
147,1,148,6320.182104806604,T,42.754269784719654,0.0,0.0,6,G
148,1,149,6363.569644098871,T,43.38753929226722,0.0,0.0,6,G
149,1,150,6406.129611150507,T,42.5599670516357,0.0,0.0,6,G
150,1,151,6447.262092073323,T,41.13248092281608,0.0,0.0,6,G
151,1,152,6489.143104758247,T,41.88101268492412,0.0,0.0,6,G
152,1,153,6530.436922348569,T,41.29381759032183,0.0,0.0,6,G
153,1,154,6571.115918843566,T,40.67899649499679,0.0,0.0,6,G
154,1,155,6613.13033227624,T,42.01441343267345,0.0,0.0,6,G
155,1,156,6653.736671807278,T,40.60633953103859,0.0,0.0,6,G
156,1,157,6695.059446237704,T,41.32277443042567,0.0,0.0,6,G
157,1,158,6737.464632224535,T,42.40518598683099,0.0,0.0,6,G
158,1,159,6779.534165880411,T,42.06953365587566,0.0,0.0,6,G
159,1,160,6822.206333090141,T,42.67216720972979,0.0,0.0,6,G
160,1,161,6863.551480174283,T,41.345147084141516,0.0,0.0,5,G
161,1,162,6904.070385723335,T,40.51890554905228,0.0,0.0,4,G
162,1,163,6946.360210245026,T,42.28982452169092,0.0,0.0,4,G
163,1,164,6989.172245369339,T,42.812035124313475,0.0,0.0,5,G
164,1,165,7032.3700078425,T,43.19776247316047,0.0,0.0,5,G
165,1,166,7074.570769467695,T,42.20076162519485,0.0,0.0,4,G
166,1,167,7115.560875947002,T,40.9901064793077,0.0,0.0,3,G
167,1,168,7158.774048546782,T,43.21317259977936,0.0,0.0,3,G
168,1,169,7200.208019100278,T,41.433970553495946,0.0,0.0,3,G
169,1,170,7241.583043205455,T,41.37502410517797,0.0,0.0,3,G
170,1,171,7283.570689704859,T,41.987646499403645,0.0,0.0,2,G
171,1,172,7336.918584474746,P,53.34789476988717,171.0,4.0,3,G
172,1,173,7403.178894239062,T,66.26030976431613,0.0,0.0,7,G
173,1,174,7445.354857154885,T,42.17596291582302,0.0,0.0,7,G
174,1,175,7486.245956622449,T,40.89109946756339,0.0,0.0,7,G
175,1,176,7527.7893560399,T,41.54339941745129,0.0,0.0,7,G
176,1,177,7570.370627555167,T,42.58127151526699,0.0,0.0,7,G
177,1,178,7610.881495692152,T,40.510868136985636,0.0,0.0,7,G
178,1,179,7653.042654630193,T,42.16115893804058,0.0,0.0,7,G
179,1,180,7695.293528047431,T,42.25087341723757,0.0,0.0,7,G
180,1,181,7737.819996418616,T,42.52646837118503,0.0,0.0,7,G
181,1,182,7780.569943610754,T,42.749947192138,0.0,0.0,7,G
182,1,183,7821.958345926892,T,41.38840231613851,0.0,0.0,7,G
183,1,184,7863.237361806674,T,41.27901587978133,0.0,0.0,7,G
184,1,185,7906.113100114633,T,42.87573830795947,0.0,0.0,7,G
185,1,186,7947.645471369995,T,41.53237125536158,0.0,0.0,7,G
186,1,187,7989.784472642518,T,42.139001272523195,0.0,0.0,7,G
187,1,188,8031.35556779031,T,41.57109514779099,0.0,0.0,7,G
188,1,189,8074.590825918356,T,43.23525812804693,0.0,0.0,7,G
189,1,190,8115.786590805205,T,41.195764886848934,0.0,0.0,7,G
190,1,191,8157.091385996825,T,41.304795191619796,0.0,0.0,7,G
191,1,192,8197.762997553022,T,40.67161155619636,0.0,0.0,6,G
192,1,193,8238.89867911783,T,41.13568156480914,0.0,0.0,6,G
193,1,194,8279.820218837238,T,40.92153971940784,0.0,0.0,6,G
194,1,195,8320.746335434147,T,40.92611659690869,0.0,0.0,6,G
195,1,196,8362.872542286115,T,42.126206851967275,0.0,0.0,6,G
196,1,197,8405.391612208585,T,42.51906992246979,0.0,0.0,6,G
197,1,198,8447.6270529848,T,42.235440776216635,0.0,0.0,6,G
198,1,199,8489.455782274017,T,41.82872928921618,0.0,0.0,6,G
199,1,200,8529.381916197952,T,39.926133923935524,0.0,0.0,6,G
200,3,1,42.53779476809225,T,41.657794768092245,0.0,0.0,7,G
201,3,2,83.79076586555118,T,41.25297109745894,0.0,0.0,2,G
202,3,3,124.23985012342425,T,40.449084257873075,0.0,0.0,1,G
203,3,4,166.47814072397847,T,42.23829060055424,0.0,0.0,2,G
204,3,5,208.0624809706544,T,41.58434024667595,0.0,0.0,2,G
205,3,6,250.0916025693775,T,42.0291215987231,0.0,0.0,2,G
206,3,7,291.2651233171262,T,41.17352074774872,0.0,0.0,2,G
207,3,8,332.71818509587564,T,41.45306177874944,0.0,0.0,2,G
208,3,9,374.7405828360691,T,42.02239774019346,0.0,0.0,2,G
209,3,10,416.19785976029294,T,41.45727692422383,0.0,0.0,2,G
210,3,11,457.9964135650172,T,41.79855380472424,0.0,0.0,2,G
211,3,12,499.1326269359993,T,41.13621337098213,0.0,0.0,2,G
212,3,13,540.3468483785798,T,41.21422144258053,0.0,0.0,2,G
213,3,14,580.7755432573723,T,40.42869487879252,0.0,0.0,2,G
214,3,15,623.1925648566672,T,42.41702159929488,0.0,0.0,2,G
215,3,16,664.4991798432519,T,41.30661498658473,0.0,0.0,2,G
216,3,17,705.2305239912496,T,40.731344147997675,0.0,0.0,2,G
217,3,18,747.5685359209801,T,42.338011929730605,0.0,0.0,2,G
218,3,19,789.2849854410791,T,41.71644952009903,0.0,0.0,2,G
219,3,20,830.7232970318336,T,41.43831159075443,0.0,0.0,2,G
220,3,21,871.7225937676784,T,40.99929673584485,0.0,0.0,2,G
221,3,22,912.6110843293432,T,40.88849056166472,0.0,0.0,2,G
222,3,23,952.9680842010134,T,40.35699987167022,0.0,0.0,2,G
223,3,24,995.2131764333762,T,42.245092232362786,0.0,0.0,2,G
224,3,25,1037.710256492337,T,42.497080058960925,0.0,0.0,2,G
225,3,26,1079.8700244990675,T,42.159768006730474,0.0,0.0,2,G
226,3,27,1121.250019551788,T,41.37999505272044,0.0,0.0,2,G
227,3,28,1163.6861037479018,T,42.436084196113725,0.0,0.0,2,G
228,3,29,1205.577022504563,T,41.89091875666123,0.0,0.0,2,G
229,3,30,1247.641182755515,T,42.064160250952,0.0,0.0,2,G
230,3,31,1289.210708191229,T,41.5695254357139,0.0,0.0,2,G
231,3,32,1330.7914840098124,T,41.58077581858339,0.0,0.0,1,G
232,3,33,1372.6583608406481,T,41.866876830835764,0.0,0.0,1,G
233,3,34,1414.5349120782553,T,41.876551237607124,0.0,0.0,1,G
234,3,35,1468.6825625678553,P,54.14765048959991,34.0,0.0,4,G
235,3,36,1536.0100922461845,T,67.3275296783293,0.0,0.0,14,G
236,3,37,1577.8154626742257,T,41.80537042804133,0.0,0.0,11,G
237,3,38,1619.3440411309703,T,41.528578456744626,0.0,0.0,4,G
238,3,39,1660.1279478454292,T,40.783906714458816,0.0,0.0,2,G
239,3,40,1701.6333417390547,T,41.50539389362564,0.0,0.0,2,G
240,3,41,1742.5709078033242,T,40.93756606426956,0.0,0.0,2,G
241,3,42,1783.3991735873124,T,40.828265783988215,0.0,0.0,2,G
242,3,43,1825.393613065905,T,41.99443947859256,0.0,0.0,2,G
243,3,44,1866.6096870735887,T,41.21607400768386,0.0,0.0,2,G
244,3,45,1908.421266943834,T,41.81157987024532,0.0,0.0,2,G
245,3,46,1949.4689877575433,T,41.04772081370916,0.0,0.0,2,G
246,3,47,1990.5178603727613,T,41.048872615218094,0.0,0.0,2,G
247,3,48,2031.792690306328,T,41.27482993356663,0.0,0.0,2,G
248,3,49,2074.612193568184,T,42.819503261856035,0.0,0.0,2,G
249,3,50,2115.73438496534,T,41.12219139715581,0.0,0.0,2,G
250,3,51,2157.4723886010543,T,41.738003635714584,0.0,0.0,2,G
251,3,52,2197.473757830509,T,40.001369229454724,0.0,0.0,2,G
252,3,53,2238.782818085265,T,41.30906025475594,0.0,0.0,2,G
253,3,54,2280.7750334834186,T,41.99221539815359,0.0,0.0,2,G
254,3,55,2322.659664791385,T,41.884631307966174,0.0,0.0,2,G
255,3,56,2363.4713957077843,T,40.811730916399455,0.0,0.0,2,G
256,3,57,2404.4914886127845,T,41.020092905000034,0.0,0.0,2,G
257,3,58,2446.540266762983,T,42.048778150198494,0.0,0.0,2,G
258,3,59,2488.439363792404,T,41.89909702942116,0.0,0.0,2,G
259,3,60,2529.511872049597,T,41.07250825719302,0.0,0.0,2,G
260,3,61,2571.5402480791813,T,42.028376029584294,0.0,0.0,2,G
261,3,62,2613.41368799645,T,41.8734399172686,0.0,0.0,1,G
262,3,63,2655.4805903545052,T,42.0669023580555,0.0,0.0,1,G
263,3,64,2698.1023103934635,T,42.62172003895834,0.0,0.0,1,G
264,3,65,2740.0405545020244,T,41.93824410856093,0.0,0.0,1,G
265,3,66,2794.749199234986,P,54.70864473296138,65.0,1.0,5,G
266,3,67,2861.5479192686794,T,66.7987200336934,0.0,0.0,18,G
267,3,68,2902.8437802106714,T,41.295860941991904,0.0,0.0,14,G
268,3,69,2944.4192647277823,T,41.57548451711088,0.0,0.0,11,G
269,3,70,2986.0227123855443,T,41.60344765776191,0.0,0.0,9,G
270,3,71,3026.8766448602078,T,40.85393247466344,0.0,0.0,5,G
271,3,72,3069.0994365919696,T,42.22279173176163,0.0,0.0,3,G
272,3,73,3111.224217021361,T,42.12478042939133,0.0,0.0,3,G
273,3,74,3153.0704782692737,T,41.84626124791278,0.0,0.0,4,G
274,3,75,3193.320252925543,T,40.24977465626954,0.0,0.0,2,G
275,3,76,3234.1335441925266,T,40.81329126698357,0.0,0.0,2,G
276,3,77,3275.583375814055,T,41.44983162152863,0.0,0.0,2,G
277,3,78,3316.6562571432128,T,41.07288132915759,0.0,0.0,2,G
278,3,79,3357.567120587968,T,40.91086344475521,0.0,0.0,2,G
279,3,80,3399.0522462637064,T,41.48512567573857,0.0,0.0,2,G
280,3,81,3441.061685480967,T,42.00943921726061,0.0,0.0,2,G
281,3,82,3483.0941562009707,T,42.03247072000378,0.0,0.0,2,G
282,3,83,3524.4667352429055,T,41.37257904193485,0.0,0.0,2,G
283,3,84,3566.198820490287,T,41.73208524738109,0.0,0.0,2,G
284,3,85,3608.522375911172,T,42.32355542088486,0.0,0.0,3,G
285,3,86,3649.3370658244025,T,40.814689913230644,0.0,0.0,2,G
286,3,87,3691.6009234571598,T,42.263857632757016,0.0,0.0,2,G
287,3,88,3734.1714085467906,T,42.57048508963106,0.0,0.0,2,G
288,3,89,3775.7173509942413,T,41.545942447450855,0.0,0.0,3,G
289,3,90,3817.5510679646,T,41.83371697035844,0.0,0.0,3,G
290,3,91,3860.1615437667942,T,42.61047580219426,0.0,0.0,3,G
291,3,92,3902.665673736131,T,42.50412996933659,0.0,0.0,2,G
292,3,93,3943.427577022151,T,40.76190328602042,0.0,0.0,2,G
293,3,94,3984.9231169767313,T,41.49553995458,0.0,0.0,2,G
294,3,95,4025.9183106387522,T,40.995193662021045,0.0,0.0,2,G
295,3,96,4067.6799462949207,T,41.76163565616864,0.0,0.0,2,G
296,3,97,4109.353760558774,T,41.67381426385356,0.0,0.0,2,G
297,3,98,4152.28433466151,T,42.930574102735505,0.0,0.0,3,G
298,3,99,4206.200791020927,P,53.91645635941637,98.0,2.0,4,G
299,3,100,4272.655115896418,T,66.4543248754908,0.0,0.0,10,G
300,3,101,4314.186341334175,T,41.53122543775752,0.0,0.0,8,G
301,3,102,4354.455330862819,T,40.26898952864395,0.0,0.0,7,G
302,3,103,4396.34823822286,T,41.89290736004074,0.0,0.0,7,G
303,3,104,4438.354638528725,T,42.006400305865185,0.0,0.0,6,G
304,3,105,4480.1980513844355,T,41.843412855710255,0.0,0.0,4,G
305,3,106,4521.545861424119,T,41.34781003968332,0.0,0.0,4,G
306,3,107,4563.036242727514,T,41.490381303394955,0.0,0.0,4,G
307,3,108,4604.047938049256,T,41.01169532174167,0.0,0.0,4,G
308,3,109,4645.423387761735,T,41.37544971247962,0.0,0.0,3,G
309,3,110,4687.4895795714,T,42.06619180966479,0.0,0.0,3,G
310,3,111,4729.694427519796,T,42.204847948396015,0.0,0.0,3,G
311,3,112,4771.391545867247,T,41.69711834745142,0.0,0.0,3,G
312,3,113,4813.089549798117,T,41.69800393087043,0.0,0.0,3,G
313,3,114,4855.392938945695,T,42.30338914757834,0.0,0.0,3,G
314,3,115,4895.462811053066,T,40.06987210737064,0.0,0.0,3,G
315,3,116,4936.661742797146,T,41.198931744080255,0.0,0.0,3,G
316,3,117,4978.374007075959,T,41.71226427881234,0.0,0.0,3,G
317,3,118,5019.568849179911,T,41.19484210395221,0.0,0.0,3,G
318,3,119,5061.5725782092795,T,42.00372902936842,0.0,0.0,3,G
319,3,120,5104.148554764706,T,42.57597655542687,0.0,0.0,3,G
320,3,121,5145.988088036805,T,41.83953327209852,0.0,0.0,3,G
321,3,122,5187.374793508086,T,41.38670547128167,0.0,0.0,3,G
322,3,123,5228.419534125652,T,41.044740617565076,0.0,0.0,3,G
323,3,124,5271.270712202517,T,42.85117807686505,0.0,0.0,2,G
324,3,125,5311.441194553772,T,40.17048235125574,0.0,0.0,2,G
325,3,126,5352.589682747972,T,41.14848819419978,0.0,0.0,2,G
326,3,127,5395.2457518025485,T,42.65606905457655,0.0,0.0,2,G
327,3,128,5437.65218171266,T,42.406429910112,0.0,0.0,3,G
328,3,129,5479.03885080507,T,41.3866690924096,0.0,0.0,3,G
329,3,130,5531.940892092215,P,52.90204128714495,129.0,3.0,3,G
330,3,131,5598.868769062578,T,66.92787697036366,0.0,0.0,7,G
331,3,132,5639.587816687776,T,40.71904762519756,0.0,0.0,7,G
332,3,133,5681.43755002992,T,41.84973334214471,0.0,0.0,7,G
333,3,134,5722.787389553442,T,41.34983952352158,0.0,0.0,7,G
334,3,135,5765.243747791621,T,42.456358238179,0.0,0.0,6,G
335,3,136,5806.448725287376,T,41.204977495755095,0.0,0.0,6,G
336,3,137,5848.379863062633,T,41.9311377752571,0.0,0.0,6,G
337,3,138,5889.261176033327,T,40.88131297069358,0.0,0.0,5,G
338,3,139,5930.901278750491,T,41.64010271716458,0.0,0.0,4,G
339,3,140,5971.872633787382,T,40.97135503689191,0.0,0.0,4,G
340,3,141,6013.875656267719,T,42.00302248033635,0.0,0.0,3,G
341,3,142,6055.677302626861,T,41.801646359142346,0.0,0.0,3,G
342,3,143,6098.291563325794,T,42.61426069893295,0.0,0.0,3,G
343,3,144,6140.6816481443,T,42.39008481850572,0.0,0.0,3,G
344,3,145,6182.617355101366,T,41.93570695706594,0.0,0.0,3,G
345,3,146,6222.851192842137,T,40.233837740770845,0.0,0.0,3,G
346,3,147,6264.9361678623745,T,42.08497502023775,0.0,0.0,3,G
347,3,148,6305.921401995479,T,40.98523413310471,0.0,0.0,3,G
348,3,149,6347.378218579624,T,41.45681658414552,0.0,0.0,3,G
349,3,150,6388.314882555123,T,40.93666397549915,0.0,0.0,3,G
350,3,151,6429.06680357255,T,40.75192101742688,0.0,0.0,3,G
351,3,152,6471.329345599547,T,42.262542026996606,0.0,0.0,3,G
352,3,153,6513.358716287915,T,42.029370688367834,0.0,0.0,3,G
353,3,154,6555.155389932808,T,41.796673644893445,0.0,0.0,3,G
354,3,155,6597.03165900722,T,41.876269074411944,0.0,0.0,3,G
355,3,156,6637.784861014692,T,40.753202007472225,0.0,0.0,3,G
356,3,157,6678.8458286162,T,41.060967601508736,0.0,0.0,3,G
357,3,158,6721.038281598131,T,42.19245298193103,0.0,0.0,3,G
358,3,159,6761.530434771772,T,40.492153173640546,0.0,0.0,3,G
359,3,160,6803.661325877375,T,42.130891105603176,0.0,0.0,3,G
360,3,161,6846.424635037895,T,42.76330916051997,0.0,0.0,3,G
361,3,162,6888.191069559578,T,41.76643452168298,0.0,0.0,2,G
362,3,163,6929.578641226495,T,41.38757166691704,0.0,0.0,2,G
363,3,164,6970.136181466842,T,40.55754024034621,0.0,0.0,2,G
364,3,165,7023.971363175145,P,53.835181708303,164.0,4.0,3,G
365,3,166,7090.551980834625,T,66.5806176594808,0.0,0.0,6,G
366,3,167,7131.903936079672,T,41.35195524504679,0.0,0.0,6,G
367,3,168,7173.675165423692,T,41.77122934401999,0.0,0.0,6,G
368,3,169,7214.906177974725,T,41.23101255103283,0.0,0.0,6,G
369,3,170,7255.378442926121,T,40.47226495139596,0.0,0.0,6,G
370,3,171,7297.359266647387,T,41.98082372126589,0.0,0.0,5,G
371,3,172,7338.660578464552,T,41.30131181716454,0.0,0.0,4,G
372,3,173,7379.753513851827,T,41.09293538727505,0.0,0.0,3,G
373,3,174,7422.068583283124,T,42.315069431297026,0.0,0.0,3,G
374,3,175,7463.507427090149,T,41.438843807024845,0.0,0.0,3,G
375,3,176,7504.877864120994,T,41.37043703084516,0.0,0.0,3,G
376,3,177,7546.167541948835,T,41.28967782784106,0.0,0.0,3,G
377,3,178,7588.063490000858,T,41.89594805202314,0.0,0.0,3,G
378,3,179,7630.241207729209,T,42.177717728351546,0.0,0.0,3,G
379,3,180,7671.714703804778,T,41.4734960755683,0.0,0.0,3,G
380,3,181,7714.059184341127,T,42.34448053634835,0.0,0.0,3,G
