,car_number,completed_laps,rank,elapsed_time,rank_diff,time_diff
7952,28,134,3,3276.2588,0.0,22.409900000000107
8008,28,135,3,3298.6762,0.0,22.417399999999816
8083,28,136,3,3321.262,0.0,22.58580000000029
8142,28,137,3,3343.9935,0.0,22.73149999999987
8201,28,138,3,3366.6651,0.0,22.671600000000126
8258,28,139,3,3389.2665,0.0,22.601400000000012
8319,28,140,3,3411.8833,0.0,22.616799999999785
8377,28,141,3,3434.2767,0.0,22.39339999999993
8437,28,142,3,3456.8375,0.0,22.5608000000002
8499,28,143,3,3479.3027,0.0,22.465200000000095
8557,28,144,3,3501.9882,0.0,22.685499999999593
8615,28,145,3,3524.8202,0.0,22.832000000000335
8672,28,146,3,3547.619,0.0,22.79880000000003
8727,28,147,3,3570.264,0.0,22.644999999999982
8780,28,148,3,3593.0745,0.0,22.810500000000047
8827,28,149,3,3616.1477,0.0,23.073199999999815
8892,28,150,3,3639.1129,0.0,22.965200000000095
8947,28,151,3,3661.7871,0.0,22.674199999999928
9006,28,152,3,3684.4855,0.0,22.698399999999765
9063,28,153,3,3707.1089,0.0,22.6234000000004
9126,28,154,3,3730.0164,0.0,22.9074999999998
9185,28,155,3,3753.3247,0.0,23.308300000000145
9250,28,156,3,3777.3019,0.0,23.97719999999981
9309,28,157,3,3800.2749,0.0,22.972999999999956
9367,28,158,3,3822.6139,0.0,22.338999999999942
9424,28,159,3,3844.8005,0.0,22.1866
9479,28,160,3,3867.3112,0.0,22.51070000000027
9533,28,161,3,3890.3642,0.0,23.052999999999884
9584,28,162,3,3913.1744,0.0,22.810199999999895
9639,28,163,3,3936.6235,0.0,23.44910000000027
9693,28,164,3,3959.5372,0.0,22.913700000000063
9752,28,165,3,3982.9112,0.0,23.373999999999796
9805,28,166,3,4006.1049,0.0,23.193699999999808
9861,28,167,3,4029.3113,0.0,23.20640000000003
9919,28,168,3,4053.1481,0.0,23.83680000000004
9977,28,169,3,4076.7967,0.0,23.648599999999988
10033,28,170,3,4099.9299,0.0,23.133200000000215
10088,28,171,3,4123.7167,0.0,23.786799999999857
10140,28,172,3,4147.1363,0.0,23.419600000000173
10194,28,173,3,4170.1964,0.0,23.060099999999693
10249,28,174,3,4193.5944,0.0,23.39800000000014
10304,28,175,3,4217.6822,0.0,24.087800000000243
10359,28,176,2,4241.3566,-1.0,23.674399999999878
10418,28,177,2,4264.3464,0.0,22.989800000000287
10463,28,178,1,4286.9515,-1.0,22.605099999999766
10516,28,179,1,4309.8718,0.0,22.92029999999977
10589,28,180,1,4333.302,0.0,23.430199999999786
10654,28,181,1,4356.5026,0.0,23.200600000000122
10704,28,182,1,4378.9657,0.0,22.46309999999994
10795,28,183,4,4410.1294,3.0,31.163700000000063
10917,28,184,10,4457.6558,6.0,47.52640000000065
10971,28,185,10,4479.2875,0.0,21.63169999999991
11021,28,186,10,4501.1573,0.0,21.869799999999486
11052,28,187,9,4523.1201,-1.0,21.962800000000243
11112,28,188,9,4545.1038,0.0,21.98369999999977
11166,28,189,7,4567.0755,-2.0,21.971700000000055
11228,28,190,7,4589.3445,0.0,22.269000000000233
11283,28,191,7,4611.3689,0.0,22.02440000000024
11337,28,192,7,4633.3816,0.0,22.012699999999313
11392,28,193,7,4655.4301,0.0,22.048499999999876
11448,28,194,7,4677.5694,0.0,22.13930000000073
11504,28,195,7,4699.806,0.0,22.23659999999927
11560,28,196,7,4721.9441,0.0,22.138100000000122
11615,28,197,7,4744.0891,0.0,22.145000000000437
11669,28,198,7,4766.1972,0.0,22.108099999999467
11724,28,199,7,4788.3102,0.0,22.113000000000284
11778,28,200,7,4810.5376,0.0,22.22739999999976
11835,28,201,7,4832.7245,0.0,22.186900000000605
11893,28,202,7,4855.0272,0.0,22.302700000000186
11948,28,203,7,4877.2854,0.0,22.258199999999306
12004,28,204,7,4899.5261,0.0,22.240700000000288
12061,28,205,7,4921.7926,0.0,22.266499999999724
12117,28,206,6,4944.1498,-1.0,22.357200000000375
12175,28,207,6,4966.5262,0.0,22.376400000000103
12233,28,208,7,4989.6163,1.0,23.09009999999944
12286,28,209,7,5011.9458,0.0,22.329500000000735
12341,28,210,7,5034.2168,0.0,22.27099999999973
12398,28,211,7,5056.6493,0.0,22.43249999999989
12453,28,212,7,5079.1563,0.0,22.506999999999607
12508,28,213,7,5101.6173,0.0,22.46100000000024
12564,28,214,7,5124.057,0.0,22.439699999999903
12615,28,215,7,5146.596,0.0,22.53899999999976
12670,28,216,7,5169.3062,0.0,22.71020000000044
12727,28,217,7,5191.838,0.0,22.53179999999975
12783,28,218,7,5214.4121,0.0,22.574099999999817
12840,28,219,7,5237.0151,0.0,22.603000000000065
12895,28,220,7,5259.5387,0.0,22.523600000000442
12951,28,221,7,5282.0345,0.0,22.49579999999969
13008,28,222,7,5304.7215,0.0,22.686999999999898
13065,28,223,7,5327.3397,0.0,22.618200000000797
13120,28,224,7,5349.9319,0.0,22.59219999999914
13175,28,225,7,5372.6108,0.0,22.678900000000795
13230,28,226,7,5395.1086,0.0,22.497799999999188
13283,28,227,7,5417.8996,0.0,22.791000000000167
13335,28,228,7,5440.639,0.0,22.739400000000387
13394,28,229,6,5465.3225,-1.0,24.683500000000095
13454,28,230,6,5504.0318,0.0,38.70929999999953
13517,28,231,6,5554.8054,0.0,50.77360000000044
13582,28,232,6,5604.3792,0.0,49.57380000000012
13643,28,233,6,5656.1891,0.0,51.80989999999929
13705,28,234,6,5698.3852,0.0,42.196100000000115
13766,28,235,6,5747.8793,0.0,49.49409999999989
13820,28,236,6,5789.7766,0.0,41.89730000000054
13873,28,237,6,5831.9453,0.0,42.16870000000017
13930,28,238,6,5876.7287,0.0,44.78339999999935
13988,28,239,6,5920.4619999999995,0.0,43.73329999999987
14044,28,240,6,5962.9419,0.0,42.47990000000027
14101,28,241,6,6004.5262,0.0,41.58430000000044
14157,28,242,6,6046.7759,0.0,42.24969999999939
14207,28,243,6,6087.5557,0.0,40.77980000000025
14248,28,244,6,6111.3552,0.0,23.79950000000008
14295,28,245,5,6134.2246,-1.0,22.869399999999587
