,car_number,completed_laps,rank,elapsed_time,rank_diff,time_diff
13173,10,241,9,7009.1896,0.0,25.769099999999526
13226,10,242,9,7035.2007,0.0,26.011100000000624
13279,10,243,9,7061.8598,0.0,26.659099999999853
13332,10,244,8,7088.1279,-1.0,26.26810000000023
13387,10,245,8,7114.0243,0.0,25.89639999999963
13439,10,246,8,7139.9377,0.0,25.913400000000365
13493,10,247,8,7166.0645,0.0,26.126800000000003
13548,10,248,8,7192.3334,0.0,26.26890000000003
3,12,0,4,0.2102,0.0,0.0
22,12,1,2,32.6839,-2.0,32.4737
89,12,2,2,91.7217,0.0,59.0378
141,12,3,2,157.6282,0.0,65.9065
215,12,4,2,225.7208,0.0,68.0926
249,12,5,2,291.78700000000003,0.0,66.06620000000004
322,12,6,2,353.9874,0.0,62.200399999999945
356,12,7,2,400.649,0.0,46.66160000000002
396,12,8,2,427.3993,0.0,26.75029999999998
464,12,9,2,453.4708,0.0,26.071500000000015
514,12,10,2,479.1559,0.0,25.685099999999977
565,12,11,2,504.834,0.0,25.67810000000003
616,12,12,2,530.212,0.0,25.377999999999986
665,12,13,2,555.6455,0.0,25.43349999999998
716,12,14,2,581.1245,0.0,25.479000000000042
768,12,15,2,606.6951,0.0,25.570600000000013
821,12,16,2,632.3437,0.0,25.648599999999988
874,12,17,2,657.8331,0.0,25.489399999999932
926,12,18,2,683.4612,0.0,25.628100000000018
979,12,19,2,709.056,0.0,25.594800000000077
1031,12,20,2,734.8074,0.0,25.75139999999999
1085,12,21,2,760.5786,0.0,25.77120000000002
1141,12,22,2,786.2092,0.0,25.63059999999996
1196,12,23,2,811.985,0.0,25.775800000000004
1250,12,24,2,837.6365,0.0,25.651499999999942
1305,12,25,2,863.3946,0.0,25.758100000000013
1360,12,26,2,889.2858,0.0,25.891200000000026
1414,12,27,2,915.2275,0.0,25.94169999999997
1469,12,28,2,941.0908,0.0,25.86329999999998
1525,12,29,2,967.0361,0.0,25.94530000000009
1581,12,30,2,992.9676,0.0,25.931499999999915
1637,12,31,2,1018.9910000000001,0.0,26.02340000000015
1691,12,32,2,1045.2064,0.0,26.21539999999993
1746,12,33,2,1071.3188,0.0,26.11239999999998
1802,12,34,2,1097.5032,0.0,26.184400000000096
1857,12,35,2,1123.529,0.0,26.02579999999989
1913,12,36,2,1149.7257,0.0,26.196699999999964
1967,12,37,2,1176.0902,0.0,26.364500000000135
2023,12,38,2,1201.9782,0.0,25.88799999999992
2080,12,39,2,1227.9142,0.0,25.935999999999922
2135,12,40,2,1253.6841,0.0,25.769900000000007
2189,12,41,2,1279.3722,0.0,25.688100000000077
2244,12,42,2,1305.1765,0.0,25.804300000000012
2299,12,43,2,1331.0881,0.0,25.911599999999908
2355,12,44,2,1357.0996,0.0,26.01150000000007
2410,12,45,2,1383.1804,0.0,26.080799999999954
2467,12,46,2,1409.2308,0.0,26.05040000000008
2522,12,47,2,1435.3122,0.0,26.08140000000003
2576,12,48,2,1461.4574,0.0,26.14519999999993
2611,12,49,2,1487.594,0.0,26.136600000000044
2666,12,50,2,1513.9498,0.0,26.355800000000045
2739,12,51,2,1540.1301,0.0,26.18029999999999
2792,12,52,2,1566.3821,0.0,26.251999999999953
2846,12,53,2,1592.7704,0.0,26.388300000000072
2901,12,54,2,1618.8081,0.0,26.03769999999986
2935,12,55,2,1645.0239,0.0,26.215799999999945
3010,12,56,2,1671.1572,0.0,26.13330000000019
3064,12,57,2,1697.0543,0.0,25.89709999999991
3127,12,58,2,1722.9978,0.0,25.943500000000085
3165,12,59,2,1748.9288,0.0,25.930999999999813
3228,12,60,1,1774.9077,-1.0,25.978900000000067
3289,12,61,1,1801.1475,0.0,26.23980000000006
3355,12,62,1,1840.1452,0.0,38.997699999999895
3474,12,63,4,1887.8584,3.0,47.71320000000014
3531,12,64,3,1913.9716,-1.0,26.113200000000006
3600,12,65,2,1940.7558,-1.0,26.784199999999828
3675,12,66,2,1966.4921,0.0,25.73630000000003
3732,12,67,2,1992.0764,0.0,25.584299999999985
3790,12,68,2,2017.6057,0.0,25.52930000000015
3845,12,69,2,2043.161,0.0,25.55529999999999
3901,12,70,2,2068.8099,0.0,25.64890000000014
3958,12,71,2,2094.3626,0.0,25.55269999999973
4014,12,72,2,2120.157,0.0,25.794400000000223
4071,12,73,2,2145.968,0.0,25.810999999999694
4128,12,74,2,2171.7285,0.0,25.76050000000032
4184,12,75,2,2197.3596,0.0,25.631099999999606
4241,12,76,2,2223.1183,0.0,25.758700000000317
4277,12,77,2,2249.0171,0.0,25.898799999999937
4350,12,78,2,2275.0281,0.0,26.010999999999967
4404,12,79,2,2300.8498,0.0,25.821699999999964
4460,12,80,2,2326.824,0.0,25.97420000000011
4517,12,81,2,2352.9346,0.0,26.110599999999977
4568,12,82,2,2378.814,0.0,25.879399999999805
4621,12,83,2,2404.6931,0.0,25.879100000000108
4657,12,84,2,2430.7657,0.0,26.072599999999966
4730,12,85,2,2456.9476,0.0,26.18190000000004
4764,12,86,2,2483.1149,0.0,26.16730000000007
4836,12,87,2,2509.2562,0.0,26.141299999999774
4870,12,88,2,2535.6791,0.0,26.422900000000027
4922,12,89,2,2561.8848,0.0,26.20569999999998
4974,12,90,2,2588.1645,0.0,26.279700000000048
5043,12,91,2,2614.4591,0.0,26.294600000000173
5078,12,92,2,2640.7708,0.0,26.311699999999746
5131,12,93,2,2667.3662,0.0,26.595400000000154
5181,12,94,2,2693.816,0.0,26.44979999999987
5248,12,95,2,2720.1951,0.0,26.379100000000108
5282,12,96,2,2746.6177,0.0,26.422599999999875
5353,12,97,2,2772.8876,0.0,26.269900000000234
5405,12,98,2,2799.2307,0.0,26.34310000000005
5440,12,99,2,2825.5808,0.0,26.35010000000011
5490,12,100,2,2851.9789,0.0,26.398099999999886
5542,12,101,2,2878.4083,0.0,26.429399999999987
5592,12,102,2,2904.8295,0.0,26.42119999999977
5663,12,103,2,2931.2351,0.0,26.40560000000005
5699,12,104,2,2957.5103,0.0,26.27520000000004
5752,12,105,2,2983.8039,0.0,26.29359999999997
5822,12,106,2,3010.1632,0.0,26.359300000000076
5855,12,107,2,3036.522,0.0,26.358799999999974
5904,12,108,2,3062.9077,0.0,26.38570000000027
5952,12,109,2,3089.1864,0.0,26.278699999999844
6026,12,110,2,3115.4305,0.0,26.24409999999989
6062,12,111,2,3141.5647,0.0,26.134199999999964
6113,12,112,2,3167.6749,0.0,26.110200000000077
6169,12,113,2,3193.7573,0.0,26.082400000000234
6223,12,114,2,3219.827,0.0,26.06970000000001
6271,12,115,2,3245.805,0.0,25.97799999999961
6343,12,116,2,3272.0367,0.0,26.231700000000274
6386,12,117,2,3298.6307,0.0,26.59400000000005
6441,12,118,2,3325.9138,0.0,27.28309999999965
6519,12,119,3,3354.5599,1.0,28.646100000000388
6585,12,120,2,3392.1957,-1.0,37.63580000000002
6704,12,121,6,3440.263,4.0,48.067299999999705
6748,12,122,6,3466.2728,0.0,26.00980000000027
6806,12,123,7,3493.8296,1.0,27.55679999999984
6861,12,124,7,3520.0588,0.0,26.229199999999764
6915,12,125,5,3546.0028,-2.0,25.944000000000415
6977,12,126,5,3571.9846,0.0,25.981799999999566
7037,12,127,4,3597.8346,-1.0,25.850000000000364
7099,12,128,4,3623.9417,0.0,26.10709999999972
7152,12,129,4,3650.0676,0.0,26.1259
7205,12,130,4,3676.2249,0.0,26.157300000000305
7258,12,131,4,3702.2508,0.0,26.025899999999638
7311,12,132,4,3728.1456,0.0,25.894800000000032
7365,12,133,4,3754.4095,0.0,26.263900000000376
7417,12,134,4,3780.5551,0.0,26.14559999999983
7471,12,135,4,3807.5606,0.0,27.005499999999756
7523,12,136,4,3833.353,0.0,25.79240000000027
7576,12,137,4,3859.297,0.0,25.94399999999996
7626,12,138,4,3885.3909,0.0,26.09389999999985
7676,12,139,4,3912.0465,0.0,26.65560000000005
7730,12,140,4,3939.0485,0.0,27.001999999999953
7782,12,141,4,3965.913,0.0,26.864500000000135
7837,12,142,3,3992.2653,-1.0,26.352300000000014
7894,12,143,3,4018.1895,0.0,25.924199999999928
7949,12,144,3,4043.9854,0.0,25.795900000000074
8002,12,145,3,4070.302,0.0,26.316600000000108
8032,12,146,2,4097.0053,-1.0,26.703299999999672
8100,12,147,2,4123.2641,0.0,26.25880000000052
8135,12,148,2,4149.7609999999995,0.0,26.496899999999187
8185,12,149,2,4176.2135,0.0,26.452500000000327
8233,12,150,1,4202.3937,-1.0,26.180199999999786
8284,12,151,1,4228.1783,0.0,25.784599999999955
8343,12,152,1,4254.1094,0.0,25.931100000000697
8397,12,153,1,4279.9579,0.0,25.848500000000058
8450,12,154,1,4305.8737,0.0,25.915799999999763
8506,12,155,1,4331.7738,0.0,25.90009999999984
8563,12,156,1,4357.8361,0.0,26.062300000000505
8620,12,157,1,4383.9085,0.0,26.072399999999107
8677,12,158,1,4410.2159,0.0,26.307400000000598
8733,12,159,1,4436.4191,0.0,26.203199999999924
8792,12,160,1,4462.7185,0.0,26.299399999999878
8849,12,161,1,4488.6879,0.0,25.96939999999995
8905,12,162,1,4514.7916,0.0,26.103699999999662
8961,12,163,1,4541.2656,0.0,26.47400000000016
9016,12,164,1,4567.3541,0.0,26.08849999999984
9069,12,165,1,4593.9273,0.0,26.573200000000725
9123,12,166,1,4620.2228,0.0,26.295499999999265
9177,12,167,1,4646.4924,0.0,26.269600000000537
9230,12,168,1,4672.6814,0.0,26.189000000000306
9281,12,169,1,4698.662,0.0,25.980599999999868
