,Year,Model,laptype,SignAcc,MAE,50-Risk,90-Risk
0,2018,Oracle,all,0.8829787234037857,1.0932584269662922,0.08468915486869125,0.08113593429158113
1,2018,Oracle,normal,0.8939393939380395,0.4887063655030801,0.04129040287309319,0.038814123671016595
2,2018,Oracle,pit,0.87704918032715,1.440448113207547,0.11127905710115252,0.10706600727652989
