,Year,Model,ExpID,laptype,Top1Acc,MAE,50-Risk,90-Risk
0,2019,Transformer,weighted-noinlap-S0LTYP0T-nocate-c60-drank-oracle,all,0.7287234042549315,1.219754841001954,0.08328984816837068,0.08246662513589112
1,2019,Transformer,weighted-noinlap-S0LTYP0T-nocate-c60-drank-oracle,normal,0.9213483146057063,0.21477015825169554,0.01638727423707703,0.015721434502802577
2,2019,Transformer,weighted-noinlap-S0LTYP0T-nocate-c60-drank-oracle,pit,0.5555555555549944,2.116302521008403,0.14278899633057165,0.14182580600493877
