,Year,Model,ExpID,laptype,Top1Acc,SignAcc,MAE,50-Risk,90-Risk
0,Pocono-2018,deepAR-multi,weighted-noinlap-S0LTYP0T-nocate-c60-drank-oracle,all,0.9308510638292922,0.7647698441464299,0.3363537513591881,0.10105216016859854,0.09320642781875657
1,Pocono-2018,deepAR-multi,weighted-noinlap-S0LTYP0T-nocate-c60-drank-oracle,normal,0.991452991452144,0.8918128654970761,0.1111111111111111,0.06375351093710102,0.05694608902885352
2,Pocono-2018,deepAR-multi,weighted-noinlap-S0LTYP0T-nocate-c60-drank-oracle,pit,0.8309859154917874,0.55767397521449,0.7035271687321258,0.1616553727008712,0.15212258332180886
