,model,prediction_length,halfmode,trainid,top1acc,top1acc_farmost,top5acc,top5acc_farmost,tau,rmse
18,curtrack,5,True,indy500-r0.2,0.46206896551724136,0.3448275862068966,0.6779310344827586,0.5379310344827586,0.7183744859516005,22.007076823152158
19,zerotrack,5,True,indy500-r0.2,0.43103448275862066,0.3103448275862069,0.6613793103448276,0.5137931034482759,0.7124459825304835,22.206692737480363
20,oracle,5,True,indy500-r0.4,0.6551724137931034,0.46551724137931033,0.8055172413793104,0.7344827586206897,0.8319594484194293,9.298853802920442
21,deepAR,5,True,indy500-r0.4,0.43103448275862066,0.3448275862068966,0.6206896551724138,0.47586206896551725,0.6578290827373948,27.99491476056844
22,naive,5,True,indy500-r0.4,0.4689655172413793,0.3620689655172414,0.6841379310344827,0.5241379310344828,0.6526228663260848,29.768161190509126
23,curtrack,5,True,indy500-r0.4,0.4,0.3275862068965517,0.6717241379310345,0.5137931034482759,0.7085671079549193,22.550287143805466
24,zerotrack,5,True,indy500-r0.4,0.4689655172413793,0.3275862068965517,0.6765517241379311,0.5413793103448276,0.7058105177571857,22.532763657790497
25,oracle,5,True,indy500,0.6413793103448275,0.5,0.8227586206896552,0.7310344827586207,0.839193219360309,8.741871108549132
26,deepAR,5,True,indy500,0.4379310344827586,0.3448275862068966,0.636551724137931,0.4862068965517241,0.6435454158775125,29.63216971285735
27,naive,5,True,indy500,0.4689655172413793,0.3620689655172414,0.6841379310344827,0.5241379310344828,0.6526228663260848,29.768161190509126
28,curtrack,5,True,indy500,0.4241379310344828,0.27586206896551724,0.6537931034482759,0.4896551724137931,0.6966237617949648,24.025893904443514
29,zerotrack,5,True,indy500,0.41724137931034483,0.3103448275862069,0.6406896551724138,0.49310344827586206,0.6839193852843773,25.10207652903791
30,oracle,10,True,indy500-r0.2,0.5363636363636364,0.3181818181818182,0.7263636363636363,0.6363636363636364,0.7159839372574779,16.402984502282102
31,deepAR,10,True,indy500-r0.2,0.2818181818181818,0.18181818181818182,0.44727272727272727,0.2818181818181818,0.46154206629983785,47.66869921871121
32,naive,10,True,indy500-r0.2,0.3,0.13636363636363635,0.4681818181818182,0.2727272727272727,0.44344465979832604,50.25535073197666
33,curtrack,10,True,indy500-r0.2,0.35,0.13636363636363635,0.48,0.2818181818181818,0.5188683169839335,41.69799073243376
34,zerotrack,10,True,indy500-r0.2,0.3181818181818182,0.18181818181818182,0.5427272727272727,0.36363636363636365,0.5585516162101707,37.869932950413464
35,oracle,10,True,indy500-r0.4,0.5363636363636364,0.22727272727272727,0.6763636363636364,0.509090909090909,0.7082618246193246,17.2547227516223
36,deepAR,10,True,indy500-r0.4,0.34545454545454546,0.18181818181818182,0.45636363636363636,0.2818181818181818,0.48080036335583914,45.81327349145941
37,naive,10,True,indy500-r0.4,0.3,0.13636363636363635,0.4681818181818182,0.2727272727272727,0.44344465979832604,50.25535073197666
38,curtrack,10,True,indy500-r0.4,0.33636363636363636,0.18181818181818182,0.4863636363636364,0.3090909090909091,0.5255081871734647,40.96741711525744
39,zerotrack,10,True,indy500-r0.4,0.31363636363636366,0.045454545454545456,0.5,0.3181818181818182,0.5366694913863003,39.19200416525005
40,oracle,10,True,indy500,0.6181818181818182,0.4090909090909091,0.72,0.6363636363636364,0.7196571315622223,16.663776331475727
41,deepAR,10,True,indy500,0.2545454545454545,0.09090909090909091,0.4509090909090909,0.24545454545454545,0.4640205295696381,46.298409512027206
42,naive,10,True,indy500,0.3,0.13636363636363635,0.4681818181818182,0.2727272727272727,0.44344465979832604,50.25535073197666
43,curtrack,10,True,indy500,0.29545454545454547,0.13636363636363635,0.5118181818181818,0.3181818181818182,0.5194447759862114,41.711088680435005
44,zerotrack,10,True,indy500,0.31363636363636366,0.13636363636363635,0.5372727272727272,0.35454545454545455,0.5576164670519728,37.67804533711055
45,oracle,2,False,indy500-r0.2,0.8220338983050848,0.7796610169491526,0.8694915254237288,0.8440677966101695,0.8732102369460758,7.274040867492828
46,deepAR,2,False,indy500-r0.2,0.6101694915254238,0.5254237288135594,0.788135593220339,0.7322033898305085,0.8033032570946117,13.894375372691137
47,naive,2,False,indy500-r0.2,0.7203389830508474,0.6440677966101694,0.8406779661016949,0.7796610169491526,0.836511761012012,12.233406754177597
48,curtrack,2,False,indy500-r0.2,0.635593220338983,0.5423728813559322,0.811864406779661,0.7627118644067796,0.8247238368369915,12.971710154887166
49,zerotrack,2,False,indy500-r0.2,0.652542372881356,0.6271186440677966,0.8305084745762712,0.7966101694915254,0.832326928192917,11.342488370681899
50,oracle,2,False,indy500-r0.4,0.7966101694915254,0.7796610169491526,0.8661016949152542,0.8372881355932204,0.8796505249676283,6.787617842172639
51,deepAR,2,False,indy500-r0.4,0.6440677966101694,0.5423728813559322,0.8135593220338984,0.7491525423728813,0.8147100179007647,12.733301932827386
52,naive,2,False,indy500-r0.4,0.7203389830508474,0.6440677966101694,0.8406779661016949,0.7796610169491526,0.836511761012012,12.233406754177597
53,curtrack,2,False,indy500-r0.4,0.6779661016949152,0.6101694915254238,0.8186440677966101,0.7559322033898305,0.8326551029852629,12.214828833953302
54,zerotrack,2,False,indy500-r0.4,0.559322033898305,0.4406779661016949,0.8152542372881356,0.7762711864406779,0.8382909944222744,10.532657493452732
55,oracle,2,False,indy500,0.7627118644067796,0.711864406779661,0.8728813559322034,0.847457627118644,0.8779271724259136,6.603851079571862
56,deepAR,2,False,indy500,0.5847457627118644,0.5254237288135594,0.7949152542372881,0.7254237288135593,0.800902310852423,13.9057362169684
57,naive,2,False,indy500,0.7203389830508474,0.6440677966101694,0.8406779661016949,0.7796610169491526,0.836511761012012,12.233406754177597
58,curtrack,2,False,indy500,0.6101694915254238,0.5254237288135594,0.8084745762711865,0.735593220338983,0.8138543577779844,13.348351251672854
59,zerotrack,2,False,indy500,0.5847457627118644,0.5084745762711864,0.8254237288135593,0.7694915254237288,0.841939540747689,10.623612742065466
60,oracle,5,False,indy500-r0.2,0.7565217391304347,0.6521739130434783,0.7913043478260869,0.7565217391304347,0.8091983232006636,11.952041014317919
61,deepAR,5,False,indy500-r0.2,0.4260869565217391,0.34782608695652173,0.5756521739130435,0.45217391304347826,0.6250626722864348,30.96426003773608
62,naive,5,False,indy500-r0.2,0.46956521739130436,0.34782608695652173,0.5878260869565217,0.4608695652173913,0.5966704868799326,35.8624383416934
63,curtrack,5,False,indy500-r0.2,0.48695652173913045,0.34782608695652173,0.6452173913043479,0.5217391304347826,0.6779683652166709,26.487382343706308
64,zerotrack,5,False,indy500-r0.2,0.43478260869565216,0.34782608695652173,0.6139130434782609,0.48695652173913045,0.6692413085814068,26.61173553426079
65,oracle,5,False,indy500-r0.4,0.7217391304347827,0.5652173913043478,0.768695652173913,0.7043478260869566,0.8179656112405155,11.003856643584564
66,deepAR,5,False,indy500-r0.4,0.40869565217391307,0.21739130434782608,0.6017391304347826,0.4782608695652174,0.6145017670240138,33.019751699454204
67,naive,5,False,indy500-r0.4,0.46956521739130436,0.34782608695652173,0.5878260869565217,0.4608695652173913,0.5966704868799326,35.8624383416934
68,curtrack,5,False,indy500-r0.4,0.41739130434782606,0.2608695652173913,0.6260869565217392,0.48695652173913045,0.6641647756690843,28.201453532988243
69,zerotrack,5,False,indy500-r0.4,0.43478260869565216,0.30434782608695654,0.6417391304347826,0.5043478260869565,0.6813599859795714,24.96035980746156
70,oracle,5,False,indy500,0.6869565217391305,0.5652173913043478,0.7930434782608695,0.7304347826086957,0.8187756896652674,10.933172673258845
71,deepAR,5,False,indy500,0.46956521739130436,0.30434782608695654,0.648695652173913,0.5304347826086957,0.6378343520811586,30.243202094710995
72,naive,5,False,indy500,0.46956521739130436,0.34782608695652173,0.5878260869565217,0.4608695652173913,0.5966704868799326,35.8624383416934
73,curtrack,5,False,indy500,0.40869565217391307,0.30434782608695654,0.6191304347826087,0.4608695652173913,0.6505761887758859,29.534483055865497
74,zerotrack,5,False,indy500,0.43478260869565216,0.30434782608695654,0.6208695652173913,0.4782608695652174,0.6430889068703476,29.599280406619428
75,oracle,10,False,indy500-r0.2,0.5363636363636364,0.2727272727272727,0.7072727272727273,0.6727272727272727,0.687404199658543,17.536427095254684
76,deepAR,10,False,indy500-r0.2,0.2909090909090909,0.18181818181818182,0.4290909090909091,0.2727272727272727,0.4523994615070284,45.910518408794275
77,naive,10,False,indy500-r0.2,0.3,0.18181818181818182,0.42363636363636364,0.23636363636363636,0.39878049346400174,52.080562200251855
78,curtrack,10,False,indy500-r0.2,0.37272727272727274,0.18181818181818182,0.44727272727272727,0.2545454545454545,0.43803444541596065,49.37211935829177
79,zerotrack,10,False,indy500-r0.2,0.36363636363636365,0.2727272727272727,0.5618181818181818,0.4,0.5564127767526658,36.21698629212422
80,oracle,10,False,indy500-r0.4,0.5181818181818182,0.36363636363636365,0.6745454545454546,0.5636363636363636,0.6916550873130555,17.923740600395774
81,deepAR,10,False,indy500-r0.4,0.3090909090909091,0.18181818181818182,0.4,0.23636363636363636,0.426542136133555,49.8634818667922
82,naive,10,False,indy500-r0.4,0.3,0.18181818181818182,0.42363636363636364,0.23636363636363636,0.39878049346400174,52.080562200251855
83,curtrack,10,False,indy500-r0.4,0.3090909090909091,0.18181818181818182,0.45454545454545453,0.2727272727272727,0.45385652102288493,47.4891654628896
84,zerotrack,10,False,indy500-r0.4,0.24545454545454545,0.09090909090909091,0.5072727272727273,0.34545454545454546,0.5242502577441374,39.131687992722476
85,oracle,10,False,indy500,0.6272727272727273,0.45454545454545453,0.7072727272727273,0.6,0.7074197282523325,16.97815451087865
86,deepAR,10,False,indy500,0.2909090909090909,0.09090909090909091,0.3981818181818182,0.18181818181818182,0.40737011975426296,49.41698722988378
87,naive,10,False,indy500,0.3,0.18181818181818182,0.42363636363636364,0.23636363636363636,0.39878049346400174,52.080562200251855
88,curtrack,10,False,indy500,0.3181818181818182,0.18181818181818182,0.4781818181818182,0.2909090909090909,0.45972476559119124,47.420119702774876
89,zerotrack,10,False,indy500,0.24545454545454545,0.09090909090909091,0.5509090909090909,0.34545454545454546,0.5578802120715254,35.96762082489669
