rank,car_number,unique_id,completed_laps,elapsed_time,last_laptime,lap_status,best_laptime,best_lap,time_behind_leader,laps_behind_leade,time_behind_prec,laps_behind_prec,overall_rank,overall_best_laptime,current_status,track_status,pit_stop_count,last_pitted_lap,start_position,laps_led
14,28,D,0,1.9621,81.0943,T,0.0,0,0.0,1,0.0,0,E,0.0,Active,G,0,0,E,0
15,23,E,0,2.4256,80.9017,T,0.0,0,0.0,1,0.4635,0,F,0.0,Active,G,0,0,F,0
16,30,F,0,2.934,79.8041,T,0.0,0,0.0,1,0.5084,0,10,0.0,Active,G,0,0,10,0
17,32,10,0,3.0694,79.0869,T,0.0,0,0.0,1,0.1354,0,11,0.0,Active,G,0,0,11,0
18,6,11,0,3.086,78.4949,T,0.0,0,0.0,1,0.0166,0,12,0.0,Active,G,0,0,12,0
19,33,12,0,3.1722,77.27,T,0.0,0,0.0,1,0.0862,0,13,0.0,Active,G,0,0,13,0
20,59,13,0,3.2722,75.5248,T,0.0,0,0.0,1,0.1,0,14,0.0,Active,G,0,0,14,0
21,29,14,0,3.3513,75.15,T,0.0,0,0.0,1,0.0791,0,15,0.0,Active,G,0,0,15,0
22,88,15,0,3.8406,74.663,T,0.0,0,0.0,1,0.4893,0,16,0.0,Active,G,0,0,16,0
23,25,16,0,3.746,74.0287,T,0.0,0,0.0,1,0.0,0,17,0.0,Active,G,0,0,17,0
24,24,17,0,3.9122,72.855,T,0.0,0,0.0,1,0.1662,0,18,0.0,Active,G,0,0,18,0
25,26,18,0,4.4716,72.788,T,0.0,0,0.0,1,0.5594,0,19,0.0,Active,G,0,0,19,0
26,64,19,0,4.2945,71.3916,T,0.0,0,0.0,1,0.0,0,1A,0.0,Active,G,0,0,1A,0
27,66,1A,0,4.2688,69.9619,T,0.0,0,0.0,1,0.0,0,1B,0.0,Active,G,0,0,1B,0
28,7,1B,0,4.583,68.2146,T,0.0,0,0.0,1,0.3142,0,1C,0.0,Active,G,0,0,1C,0
29,10,1C,0,4.4898,67.9516,T,0.0,0,0.0,1,0.0,0,1D,0.0,Active,G,0,0,1D,0
30,15,1D,0,4.301,66.6294,T,0.0,0,0.0,1,0.0,0,1E,0.0,Active,G,0,0,1E,0
31,60,1E,0,4.6914,66.205,T,0.0,0,0.0,1,0.3904,0,1F,0.0,Active,G,0,0,1F,0
32,27,1F,0,4.5005,65.5831,T,0.0,0,0.0,1,0.0,0,20,0.0,Active,G,0,0,20,0
33,17,20,0,4.7338,64.9142,T,0.0,0,0.0,1,0.2333,0,21,0.0,Active,G,0,0,21,0
5,18,4,1,43.2654,42.9502,T,42.9502,1,1.3282,0,0.4825,0,5,42.9502,Active,G,0,0,5,0
6,21,5,1,43.5227,43.047,T,43.047,1,1.5855,0,0.2573,0,6,43.047,Active,G,0,0,6,0
7,13,6,0,0.9676,87.6776,T,0.0,0,0.0,1,0.0,1,7,0.0,Active,G,0,0,7,0
7,14,9,1,43.9761,42.7196,T,42.7196,1,2.0389,0,0.4534,0,7,42.7196,Active,G,0,0,A,0
8,3,7,1,44.2473,43.295,T,43.295,1,2.3101,0,0.2712,0,8,43.295,Active,G,0,0,8,0
9,9,8,1,44.733,43.8162,T,43.8162,1,2.7958,0,0.4857,0,9,43.8162,Active,G,0,0,9,0
10,13,6,0,0.9676,87.6776,T,0.0,0,0.0,1,0.0,1,A,0.0,Active,G,0,0,7,0
11,4,A,0,1.4313,83.9523,T,0.0,0,0.0,1,0.4637,0,B,0.0,Active,G,0,0,B,0
10,98,B,1,45.037,43.7392,T,43.7392,1,3.0998,0,0.304,0,A,43.7392,Active,G,0,0,C,0
11,28,D,1,45.6826,43.7205,T,43.7205,1,3.7454,0,0.6456,0,B,43.7205,Active,G,0,0,E,0
12,13,6,0,0.9676,87.6776,T,0.0,0,0.0,1,0.0,1,C,0.0,Active,G,0,0,7,0
13,4,A,0,1.4313,83.9523,T,0.0,0,0.0,1,0.4637,0,D,0.0,Active,G,0,0,B,0
14,19,C,0,2.1557,83.0375,T,0.0,0,0.0,1,0.7244,0,E,0.0,Active,G,0,0,D,0
15,23,E,0,2.4256,80.9017,T,0.0,0,0.0,1,0.2699,0,F,0.0,Active,G,0,0,F,0
12,13,6,1,46.0005,45.0329,T,45.0329,1,4.0633,0,0.3179,0,C,45.0329,Active,G,0,0,7,0
13,19,C,1,46.5686,44.4129,T,44.4129,1,4.6314,0,0.5681,0,D,44.4129,Active,G,0,0,D,0
14,4,A,0,1.4313,83.9523,T,0.0,0,0.0,1,0.0,1,E,0.0,Active,G,0,0,B,0
15,23,E,0,2.4256,80.9017,T,0.0,0,0.0,1,0.9943,0,F,0.0,Active,G,0,0,F,0
14,4,A,1,46.9758,45.5445,T,45.5445,1,5.0386,0,0.4072,0,E,45.5445,Active,G,0,0,B,0
15,30,F,1,47.21,44.276,T,44.276,1,5.2728,0,0.2342,0,F,44.276,Active,G,0,0,10,0
16,6,11,1,47.2379,44.1519,T,44.1519,1,5.3007,0,0.0279,0,10,44.1519,Active,G,0,0,12,0
17,23,E,1,47.4712,45.0456,T,45.0456,1,5.534,0,0.2333,0,11,45.0456,Active,G,0,0,F,0
18,32,10,0,3.0694,79.0869,T,0.0,0,0.0,1,0.0,1,12,0.0,Active,G,0,0,11,0
19,33,12,0,3.1722,77.27,T,0.0,0,0.0,1,0.1028,0,13,0.0,Active,G,0,0,13,0
18,32,10,1,47.9377,44.8683,T,44.8683,1,6.0005,0,0.4665,0,12,44.8683,Active,G,0,0,11,0
19,33,12,1,48.217,45.0448,T,45.0448,1,6.2798,0,0.2793,0,13,45.0448,Active,G,0,0,13,0
20,29,14,1,48.6415,45.2902,T,45.2902,1,6.7043,0,0.4245,0,14,45.2902,Active,G,0,0,15,0
21,59,13,1,48.649,45.3768,T,45.3768,1,6.7118,0,0.0075,0,15,45.3768,Active,G,0,0,14,0
22,25,16,1,48.7191,44.9731,T,44.9731,1,6.7819,0,0.0701,0,16,44.9731,Active,G,0,0,17,0
23,88,15,1,48.8139,44.9733,T,44.9733,1,6.8767,0,0.0948,0,17,44.9733,Active,G,0,0,16,0
24,24,17,0,3.9122,72.855,T,0.0,0,0.0,1,0.0,1,18,0.0,Active,G,0,0,18,0
24,24,17,1,48.9365,45.0243,T,45.0243,1,6.9993,0,0.1226,0,18,45.0243,Active,G,0,0,18,0
25,15,1D,1,49.2532,44.9522,T,44.9522,1,7.316,0,0.3167,0,19,44.9522,Active,G,0,0,1E,0
26,66,1A,1,49.2781,45.0093,T,45.0093,1,7.3409,0,0.0249,0,1A,45.0093,Active,G,0,0,1B,0
27,64,19,1,49.7405,45.446,T,45.446,1,7.8033,0,0.4624,0,1B,45.446,Active,G,0,0,1A,0
28,27,1F,1,49.7731,45.2726,T,45.2726,1,7.8359,0,0.0326,0,1C,45.2726,Active,G,0,0,20,0
29,26,18,0,4.4716,72.788,T,0.0,0,0.0,1,0.0,1,1D,0.0,Active,G,0,0,19,0
30,7,1B,0,4.583,68.2146,T,0.0,0,0.0,1,0.1114,0,1E,0.0,Active,G,0,0,1C,0
31,10,1C,0,4.4898,67.9516,T,0.0,0,0.0,1,0.0,0,1F,0.0,Active,G,0,0,1D,0
32,60,1E,0,4.6914,66.205,T,0.0,0,0.0,1,0.2016,0,20,0.0,Active,G,0,0,1F,0
33,17,20,0,4.7338,64.9142,T,0.0,0,0.0,1,0.0424,0,21,0.0,Active,G,0,0,21,0
29,26,18,1,50.0002,45.5286,T,45.5286,1,8.063,0,0.2271,0,1D,45.5286,Active,G,0,0,19,0
30,7,1B,1,50.0627,45.4797,T,45.4797,1,8.1255,0,0.0625,0,1E,45.4797,Active,G,0,0,1C,0
31,10,1C,1,50.39,45.9002,T,45.9002,1,8.4528,0,0.3273,0,1F,45.9002,Active,G,0,0,1D,0
32,60,1E,1,50.4078,45.7164,T,45.7164,1,8.4706,0,0.0178,0,20,45.7164,Active,G,0,0,1F,0
33,17,20,1,50.6828,45.949,T,45.949,1,8.7456,0,0.275,0,21,45.949,Active,G,0,0,21,0
1,20,0,2,82.7118,40.7746,T,40.7746,2,0.0,0,0.0,0,1,40.7746,Active,G,0,0,1,2
3,22,1,1,42.2152,42.1032,T,42.1032,1,0.0,1,0.0667,0,3,42.1032,Active,G,0,0,2,0
2,12,2,1,42.1485,41.9238,T,41.9238,1,0.0,1,0.0,1,2,41.9238,Active,G,0,0,3,0
4,1,3,1,42.7829,42.3679,T,42.3679,1,0.0,1,0.5677,0,4,42.3679,Active,G,0,0,4,0
5,18,4,1,43.2654,42.9502,T,42.9502,1,0.0,1,0.4825,0,5,42.9502,Active,G,0,0,5,0
6,21,5,1,43.5227,43.047,T,43.047,1,0.0,1,0.2573,0,6,43.047,Active,G,0,0,6,0
12,13,6,1,46.0005,45.0329,T,45.0329,1,0.0,1,0.3179,0,C,45.0329,Active,G,0,0,7,0
8,3,7,1,44.2473,43.295,T,43.295,1,0.0,1,0.2712,0,8,43.295,Active,G,0,0,8,0
9,9,8,1,44.733,43.8162,T,43.8162,1,0.0,1,0.4857,0,9,43.8162,Active,G,0,0,9,0
7,14,9,1,43.9761,42.7196,T,42.7196,1,0.0,1,0.4534,0,7,42.7196,Active,G,0,0,A,0
14,4,A,1,46.9758,45.5445,T,45.5445,1,0.0,1,0.4072,0,E,45.5445,Active,G,0,0,B,0
10,98,B,1,45.037,43.7392,T,43.7392,1,0.0,1,0.304,0,A,43.7392,Active,G,0,0,C,0
13,19,C,1,46.5686,44.4129,T,44.4129,1,0.0,1,0.5681,0,D,44.4129,Active,G,0,0,D,0
11,28,D,1,45.6826,43.7205,T,43.7205,1,0.0,1,0.6456,0,B,43.7205,Active,G,0,0,E,0
17,23,E,1,47.4712,45.0456,T,45.0456,1,0.0,1,0.2333,0,11,45.0456,Active,G,0,0,F,0
15,30,F,1,47.21,44.276,T,44.276,1,0.0,1,0.2342,0,F,44.276,Active,G,0,0,10,0
18,32,10,1,47.9377,44.8683,T,44.8683,1,0.0,1,0.4665,0,12,44.8683,Active,G,0,0,11,0
16,6,11,1,47.2379,44.1519,T,44.1519,1,0.0,1,0.0279,0,10,44.1519,Active,G,0,0,12,0
19,33,12,1,48.217,45.0448,T,45.0448,1,0.0,1,0.2793,0,13,45.0448,Active,G,0,0,13,0
21,59,13,1,48.649,45.3768,T,45.3768,1,0.0,1,0.0075,0,15,45.3768,Active,G,0,0,14,0
20,29,14,1,48.6415,45.2902,T,45.2902,1,0.0,1,0.4245,0,14,45.2902,Active,G,0,0,15,0
23,88,15,1,48.8139,44.9733,T,44.9733,1,0.0,1,0.0948,0,17,44.9733,Active,G,0,0,16,0
22,25,16,1,48.7191,44.9731,T,44.9731,1,0.0,1,0.0701,0,16,44.9731,Active,G,0,0,17,0
24,24,17,1,48.9365,45.0243,T,45.0243,1,0.0,1,0.1226,0,18,45.0243,Active,G,0,0,18,0
29,26,18,1,50.0002,45.5286,T,45.5286,1,0.0,1,0.2271,0,1D,45.5286,Active,G,0,0,19,0
27,64,19,1,49.7405,45.446,T,45.446,1,0.0,1,0.4624,0,1B,45.446,Active,G,0,0,1A,0
26,66,1A,1,49.2781,45.0093,T,45.0093,1,0.0,1,0.0249,0,1A,45.0093,Active,G,0,0,1B,0
30,7,1B,1,50.0627,45.4797,T,45.4797,1,0.0,1,0.0625,0,1E,45.4797,Active,G,0,0,1C,0
31,10,1C,1,50.39,45.9002,T,45.9002,1,0.0,1,0.3273,0,1F,45.9002,Active,G,0,0,1D,0
25,15,1D,1,49.2532,44.9522,T,44.9522,1,0.0,1,0.3167,0,19,44.9522,Active,G,0,0,1E,0
32,60,1E,1,50.4078,45.7164,T,45.7164,1,0.0,1,0.0178,0,20,45.7164,Active,G,0,0,1F,0
28,27,1F,1,49.7731,45.2726,T,45.2726,1,0.0,1,0.0326,0,1C,45.2726,Active,G,0,0,20,0
33,17,20,1,50.6828,45.949,T,45.949,1,0.0,1,0.275,0,21,45.949,Active,G,0,0,21,0
2,12,2,2,83.1845,41.036,T,41.036,2,0.4727,0,0.4727,0,2,41.036,Active,G,0,0,3,0
3,22,1,2,83.2361,41.0209,T,41.0209,2,0.5243,0,0.0516,0,3,41.0209,Active,G,0,0,2,0
4,1,3,2,83.8813,41.0984,T,41.0984,2,1.1695,0,0.6452,0,4,41.0984,Active,G,0,0,4,0
5,18,4,1,43.2654,42.9502,T,42.9502,1,0.0,1,0.0,1,5,42.9502,Active,G,0,0,5,0
5,18,4,2,84.23,40.9646,T,40.9646,2,1.5182,0,0.3487,0,5,40.9646,Active,G,0,0,5,0
6,14,9,2,84.7185,40.7424,T,40.7424,2,2.0067,0,0.4885,0,6,40.7424,Active,G,0,0,A,0
7,21,5,1,43.5227,43.047,T,43.047,1,0.0,1,0.0,1,7,43.047,Active,G,0,0,6,0
8,3,7,1,44.2473,43.295,T,43.295,1,0.0,1,0.7246,0,8,43.295,Active,G,0,0,8,0
7,21,5,2,85.2691,41.7464,T,41.7464,2,2.5573,0,0.5506,0,7,41.7464,Active,G,0,0,6,0
8,3,7,2,85.477,41.2297,T,41.2297,2,2.7652,0,0.2079,0,8,41.2297,Active,G,0,0,8,0
9,9,8,1,44.733,43.8162,T,43.8162,1,0.0,1,0.0,1,9,43.8162,Active,G,0,0,9,0
9,9,8,2,85.9834,41.2504,T,41.2504,2,3.2716,0,0.5064,0,9,41.2504,Active,G,0,0,9,0
10,98,B,2,86.2281,41.1911,T,41.1911,2,3.5163,0,0.2447,0,A,41.1911,Active,G,0,0,C,0
11,28,D,2,86.8785,41.1959,T,41.1959,2,4.1667,0,0.6504,0,B,41.1959,Active,G,0,0,E,0
12,13,6,1,46.0005,45.0329,T,45.0329,1,0.0,1,0.0,1,C,45.0329,Active,G,0,0,7,0
12,13,6,2,87.3777,41.3772,T,41.3772,2,4.6659,0,0.4992,0,C,41.3772,Active,G,0,0,7,0
13,19,C,1,46.5686,44.4129,T,44.4129,1,0.0,1,0.0,1,D,44.4129,Active,G,0,0,D,0
13,19,C,2,88.4847,41.9161,T,41.9161,2,5.7729,0,1.107,0,D,41.9161,Active,G,0,0,D,0
14,4,A,2,88.5802,41.6044,T,41.6044,2,5.8684,0,0.0955,0,E,41.6044,Active,G,0,0,B,0
15,30,F,1,47.21,44.276,T,44.276,1,0.0,1,0.0,1,F,44.276,Active,G,0,0,10,0
15,6,11,2,89.4091,42.1712,T,42.1712,2,6.6973,0,0.8289,0,F,42.1712,Active,G,0,0,12,0
16,30,F,2,89.7392,42.5292,T,42.5292,2,7.0274,0,0.3301,0,10,42.5292,Active,G,0,0,10,0
17,23,E,1,47.4712,45.0456,T,45.0456,1,0.0,1,0.0,1,11,45.0456,Active,G,0,0,F,0
17,23,E,2,90.0105,42.5393,T,42.5393,2,7.2987,0,0.2713,0,11,42.5393,Active,G,0,0,F,0
18,32,10,2,90.3542,42.4165,T,42.4165,2,7.6424,0,0.3437,0,12,42.4165,Active,G,0,0,11,0
19,33,12,2,90.8244,42.6074,T,42.6074,2,8.1126,0,0.4702,0,13,42.6074,Active,G,0,0,13,0
20,29,14,1,48.6415,45.2902,T,45.2902,1,0.0,1,0.0,1,14,45.2902,Active,G,0,0,15,0
20,29,14,2,90.9859,42.3444,T,42.3444,2,8.2741,0,0.1615,0,14,42.3444,Active,G,0,0,15,0
21,25,16,2,91.5864,42.8673,T,42.8673,2,8.8746,0,0.6005,0,15,42.8673,Active,G,0,0,17,0
22,59,13,1,48.649,45.3768,T,45.3768,1,0.0,1,0.0,1,16,45.3768,Active,G,0,0,14,0
23,88,15,1,48.8139,44.9733,T,44.9733,1,0.0,1,0.1649,0,17,44.9733,Active,G,0,0,16,0
22,88,15,2,91.9223,43.1084,T,43.1084,2,9.2105,0,0.3359,0,16,43.1084,Active,G,0,0,16,0
23,15,1D,2,92.7566,43.5034,T,43.5034,2,10.0448,0,0.8343,0,17,43.5034,Active,G,0,0,1E,0
24,59,13,1,48.649,45.3768,T,45.3768,1,0.0,1,0.0,1,18,45.3768,Active,G,0,0,14,0
25,24,17,1,48.9365,45.0243,T,45.0243,1,0.0,1,0.2875,0,19,45.0243,Active,G,0,0,18,0
26,66,1A,1,49.2781,45.0093,T,45.0093,1,0.0,1,0.3416,0,1A,45.0093,Active,G,0,0,1B,0
24,64,19,2,93.1109,43.3704,T,43.3704,2,10.3991,0,0.3543,0,18,43.3704,Active,G,0,0,1A,0
25,24,17,2,93.4143,44.4778,T,44.4778,2,10.7025,0,0.3034,0,19,44.4778,Active,G,0,0,18,0
26,59,13,1,48.649,45.3768,T,45.3768,1,0.0,1,0.0,1,1A,45.3768,Active,G,0,0,14,0
27,66,1A,1,49.2781,45.0093,T,45.0093,1,0.0,1,0.6291,0,1B,45.0093,Active,G,0,0,1B,0
28,27,1F,1,49.7731,45.2726,T,45.2726,1,0.0,1,0.495,0,1C,45.2726,Active,G,0,0,20,0
26,59,13,2,93.8658,45.2168,T,45.2168,2,11.154,0,0.4515,0,1A,45.2168,Active,G,0,0,14,0
27,27,1F,2,94.0066,44.2335,T,44.2335,2,11.2948,0,0.1408,0,1B,44.2335,Active,G,0,0,20,0
28,66,1A,2,94.3643,45.0862,T,45.0093,1,11.6525,0,0.3577,0,1C,45.0093,Active,G,0,0,1B,0
29,26,18,2,94.6861,44.6859,T,44.6859,2,11.9743,0,0.3218,0,1D,44.6859,Active,G,0,0,19,0
30,7,1B,2,94.704,44.6413,T,44.6413,2,11.9922,0,0.0179,0,1E,44.6413,Active,G,0,0,1C,0
31,10,1C,1,50.39,45.9002,T,45.9002,1,0.0,1,0.0,1,1F,45.9002,Active,G,0,0,1D,0
31,60,1E,2,94.8075,44.3997,T,44.3997,2,12.0957,0,0.1035,0,1F,44.3997,Active,G,0,0,1F,0
32,10,1C,2,95.2561,44.8661,T,44.8661,2,12.5443,0,0.4486,0,20,44.8661,Active,G,0,0,1D,0
33,17,20,2,95.4323,44.7495,T,44.7495,2,12.7205,0,0.1762,0,21,44.7495,Active,G,0,0,21,0
1,20,0,3,123.5185,40.8067,T,40.7746,2,0.0,0,0.0,0,1,40.7746,Active,G,0,0,1,3
2,22,1,3,123.9233,40.6872,T,40.6872,3,0.4048,0,0.4048,0,2,40.6872,Active,G,0,0,2,0
3,12,2,2,83.1845,41.036,T,41.036,2,0.0,1,0.0,1,3,41.036,Active,G,0,0,3,0
4,1,3,2,83.8813,41.0984,T,41.0984,2,0.0,1,0.6968,0,4,41.0984,Active,G,0,0,4,0
5,18,4,2,84.23,40.9646,T,40.9646,2,0.0,1,0.3487,0,5,40.9646,Active,G,0,0,5,0
7,21,5,2,85.2691,41.7464,T,41.7464,2,0.0,1,0.5506,0,7,41.7464,Active,G,0,0,6,0
12,13,6,2,87.3777,41.3772,T,41.3772,2,0.0,1,0.4992,0,C,41.3772,Active,G,0,0,7,0
8,3,7,2,85.477,41.2297,T,41.2297,2,0.0,1,0.2079,0,8,41.2297,Active,G,0,0,8,0
9,9,8,2,85.9834,41.2504,T,41.2504,2,0.0,1,0.5064,0,9,41.2504,Active,G,0,0,9,0
6,14,9,2,84.7185,40.7424,T,40.7424,2,0.0,1,0.4885,0,6,40.7424,Active,G,0,0,A,0
14,4,A,2,88.5802,41.6044,T,41.6044,2,0.0,1,0.0955,0,E,41.6044,Active,G,0,0,B,0
10,98,B,2,86.2281,41.1911,T,41.1911,2,0.0,1,0.2447,0,A,41.1911,Active,G,0,0,C,0
13,19,C,2,88.4847,41.9161,T,41.9161,2,0.0,1,1.107,0,D,41.9161,Active,G,0,0,D,0
11,28,D,2,86.8785,41.1959,T,41.1959,2,0.0,1,0.6504,0,B,41.1959,Active,G,0,0,E,0
17,23,E,2,90.0105,42.5393,T,42.5393,2,0.0,1,0.2713,0,11,42.5393,Active,G,0,0,F,0
16,30,F,2,89.7392,42.5292,T,42.5292,2,0.0,1,0.3301,0,10,42.5292,Active,G,0,0,10,0
18,32,10,2,90.3542,42.4165,T,42.4165,2,0.0,1,0.3437,0,12,42.4165,Active,G,0,0,11,0
15,6,11,2,89.4091,42.1712,T,42.1712,2,0.0,1,0.8289,0,F,42.1712,Active,G,0,0,12,0
19,33,12,2,90.8244,42.6074,T,42.6074,2,0.0,1,0.4702,0,13,42.6074,Active,G,0,0,13,0
26,59,13,2,93.8658,45.2168,T,45.2168,2,0.0,1,0.4515,0,1A,45.2168,Active,G,0,0,14,0
20,29,14,2,90.9859,42.3444,T,42.3444,2,0.0,1,0.1615,0,14,42.3444,Active,G,0,0,15,0
22,88,15,2,91.9223,43.1084,T,43.1084,2,0.0,1,0.3359,0,16,43.1084,Active,G,0,0,16,0
21,25,16,2,91.5864,42.8673,T,42.8673,2,0.0,1,0.6005,0,15,42.8673,Active,G,0,0,17,0
25,24,17,2,93.4143,44.4778,T,44.4778,2,0.0,1,0.3034,0,19,44.4778,Active,G,0,0,18,0
29,26,18,2,94.6861,44.6859,T,44.6859,2,0.0,1,0.3218,0,1D,44.6859,Active,G,0,0,19,0
24,64,19,2,93.1109,43.3704,T,43.3704,2,0.0,1,0.3543,0,18,43.3704,Active,G,0,0,1A,0
28,66,1A,2,94.3643,45.0862,T,45.0093,1,0.0,1,0.3577,0,1C,45.0093,Active,G,0,0,1B,0
30,7,1B,2,94.704,44.6413,T,44.6413,2,0.0,1,0.0179,0,1E,44.6413,Active,G,0,0,1C,0
32,10,1C,2,95.2561,44.8661,T,44.8661,2,0.0,1,0.4486,0,20,44.8661,Active,G,0,0,1D,0
23,15,1D,2,92.7566,43.5034,T,43.5034,2,0.0,1,0.8343,0,17,43.5034,Active,G,0,0,1E,0
31,60,1E,2,94.8075,44.3997,T,44.3997,2,0.0,1,0.1035,0,1F,44.3997,Active,G,0,0,1F,0
27,27,1F,2,94.0066,44.2335,T,44.2335,2,0.0,1,0.1408,0,1B,44.2335,Active,G,0,0,20,0
