,car_number,completed_laps,rank,elapsed_time,rank_diff,time_diff
9,1,0,4,0.0,0.0,0.0
965,1,1,4,0.7130483333333333,0.0,0.7130483333333333
1076,1,2,4,1.3980216666666667,0.0,0.6849733333333334
1159,1,3,4,2.082926666666667,0.0,0.6849050000000001
1239,1,4,4,2.7682266666666666,0.0,0.6852999999999998
1321,1,5,4,3.4527550000000002,0.0,0.6845283333333336
1402,1,6,4,4.1392050000000005,0.0,0.6864500000000002
1486,1,7,4,4.826953333333333,0.0,0.6877483333333325
1571,1,8,4,5.515973333333332,0.0,0.6890199999999993
1657,1,9,4,6.20538,0.0,0.6894066666666676
1743,1,10,4,6.892963333333332,0.0,0.6875833333333325
1831,1,11,4,7.579373333333334,0.0,0.6864100000000013
1919,1,12,4,8.268581666666666,0.0,0.6892083333333323
2004,1,13,4,8.95684,0.0,0.6882583333333336
2093,1,14,4,9.645071666666666,0.0,0.6882316666666668
2182,1,15,4,10.333278333333332,0.0,0.688206666666666
2272,1,16,4,11.022336666666664,0.0,0.6890583333333318
2363,1,17,4,11.713001666666667,0.0,0.6906650000000027
2451,1,18,4,12.404831666666665,0.0,0.6918299999999977
2540,1,19,4,13.093125,0.0,0.6882933333333359
2630,1,20,4,13.78336,0.0,0.6902349999999995
2720,1,21,4,14.471538333333333,0.0,0.6881783333333331
2809,1,22,4,15.161546666666665,0.0,0.6900083333333313
2901,1,23,4,15.851370000000001,0.0,0.6898233333333366
2991,1,24,4,16.541666666666668,0.0,0.6902966666666668
3081,1,25,4,17.23214,0.0,0.6904733333333333
3170,1,26,4,17.920315,0.0,0.6881749999999975
3260,1,27,4,18.60926,0.0,0.6889450000000004
3352,1,28,4,19.30127333333333,0.0,0.6920133333333318
3443,1,29,4,19.99781,0.0,0.6965366666666704
3505,1,30,2,20.710739999999998,-2.0,0.7129299999999965
3599,1,31,1,21.454225,-1.0,0.7434850000000033
3753,1,32,3,22.37623,2.0,0.9220049999999986
3990,1,33,13,23.49180333333333,10.0,1.1155733333333302
4113,1,34,5,24.176903333333332,-8.0,0.685100000000002
4275,1,35,3,24.856846666666666,-2.0,0.679943333333334
4410,1,36,3,25.53643833333333,0.0,0.6795916666666635
4514,1,37,3,26.21702166666667,0.0,0.6805833333333418
4601,1,38,3,26.90157666666667,0.0,0.6845549999999996
4694,1,39,3,27.59044833333333,0.0,0.6888716666666603
4784,1,40,3,28.276283333333332,0.0,0.6858350000000009
4876,1,41,3,28.961015000000003,0.0,0.6847316666666714
4968,1,42,3,29.648445000000002,0.0,0.6874299999999991
5061,1,43,3,30.33711333333333,0.0,0.6886683333333288
5154,1,44,3,31.025441666666666,0.0,0.6883283333333345
5245,1,45,3,31.71446333333333,0.0,0.6890216666666653
5337,1,46,3,32.40340166666667,0.0,0.6889383333333363
5427,1,47,3,33.09394,0.0,0.6905383333333361
5528,1,48,3,34.07694333333333,0.0,0.983003333333329
5628,1,49,3,35.7531,0.0,1.676156666666671
5722,1,50,3,37.724673333333335,0.0,1.9715733333333318
5829,1,51,5,39.72654333333333,2.0,2.0018699999999967
5922,1,52,5,41.474156666666666,0.0,1.7476133333333337
6007,1,53,5,43.30584333333334,0.0,1.831686666666677
6103,1,54,5,45.065375,0.0,1.7595316666666605
6193,1,55,5,46.285205,0.0,1.2198299999999946
6259,1,56,4,47.00275333333333,-1.0,0.7175483333333332
6342,1,57,3,47.6855,-1.0,0.6827466666666666
6426,1,58,3,48.42717666666667,0.0,0.7416766666666703
6520,1,59,3,50.023340000000005,0.0,1.5961633333333367
6611,1,60,3,51.77895666666666,0.0,1.7556166666666542
6710,1,61,3,53.53263166666667,0.0,1.7536750000000083
6800,1,62,3,55.11595833333333,0.0,1.5833266666666646
6853,1,63,3,56.40706333333333,0.0,1.2911050000000017
6950,1,64,3,57.10466666666667,0.0,0.6976033333333334
7027,1,65,3,57.78795833333334,0.0,0.6832916666666762
7103,1,66,3,58.47009,0.0,0.6821316666666561
7183,1,67,3,59.15722666666666,0.0,0.6871366666666603
7262,1,68,3,59.91412666666667,0.0,0.7569000000000088
7364,1,69,3,61.50029,0.0,1.5861633333333316
7467,1,70,9,63.44399333333333,6.0,1.9437033333333318
7618,1,71,20,65.40787666666667,11.0,1.9638833333333352
7708,1,72,20,67.12080333333333,0.0,1.712926666666661
7781,1,73,20,68.25603000000001,0.0,1.1352266666666821
7853,1,74,19,69.01013499999999,-1.0,0.7541049999999814
7928,1,75,19,69.729575,0.0,0.7194400000000059
8006,1,76,19,70.435415,0.0,0.7058400000000091
