rank,car_number,unique_id,completed_laps,elapsed_time,last_laptime,lap_status,best_laptime,best_lap,time_behind_leader,laps_behind_leade,time_behind_prec,laps_behind_prec,overall_rank,overall_best_laptime,current_status,track_status,pit_stop_count,last_pitted_lap,start_position,laps_led
12,15,D,11,455.4343,41.4804,T,40.6574,4,0.0,1,0.0,1,C,40.6574,Active,G,0,0,E,0
12,15,D,12,496.8075,41.3732,T,40.6574,4,5.4014,0,0.6197,0,C,40.6574,Active,G,0,0,E,0
13,5,10,12,497.2419,41.1973,T,40.5438,4,5.8358,0,0.4344,0,D,40.5438,Active,G,0,0,11,0
14,7,C,11,457.4185,41.3332,T,40.7751,8,0.0,1,0.0,1,E,40.7751,Active,G,0,0,D,0
14,7,C,12,498.5234,41.1049,T,40.7751,8,7.1173,0,1.2815,0,E,40.7751,Active,G,0,0,D,0
15,77,13,12,498.6345,40.7768,T,40.2187,8,7.2284,0,0.1111,0,F,40.2187,Active,G,0,0,14,0
16,16,B,11,458.3929,42.3835,T,40.5515,4,0.0,1,0.0,1,10,40.5515,Active,G,0,0,C,0
16,16,B,12,499.8157,41.4228,T,40.5515,4,8.4096,0,1.1812,0,10,40.5515,Active,G,0,0,C,0
17,14,17,12,499.8425,41.3749,T,40.6734,7,8.4364,0,0.0268,0,11,40.6734,Active,G,0,0,18,0
18,3,12,12,500.1171,41.293,T,40.4124,9,8.711,0,0.2746,0,12,40.4124,Active,G,0,0,13,0
19,22,11,11,459.9255,40.8657,T,40.5996,4,0.0,1,0.0,1,13,40.5996,Active,G,0,0,12,0
19,22,11,12,500.8796,40.9541,T,40.5996,4,9.4735,0,0.7625,0,13,40.5996,Active,G,0,0,12,0
20,8,E,11,460.8862,41.9012,T,41.0454,9,0.0,1,0.0,1,14,41.0454,Active,G,0,0,F,0
20,4,19,12,502.2374,41.0805,T,40.4988,4,10.8313,0,1.3578,0,14,40.4988,Active,G,0,0,1A,0
21,8,E,11,460.8862,41.9012,T,41.0454,9,0.0,1,0.0,1,15,41.0454,Active,G,0,0,F,0
22,2,15,11,461.3367,41.3851,T,40.7301,4,0.0,1,0.4505,0,16,40.7301,Active,G,0,0,16,0
21,8,E,12,502.6289,41.7427,T,41.0454,9,11.2228,0,0.3915,0,15,41.0454,Active,G,0,0,F,0
22,1,16,12,502.8777,41.4999,T,40.7448,B,11.4716,0,0.2488,0,16,40.7448,Active,G,0,0,17,0
23,2,15,12,503.256,41.9193,T,40.7301,4,11.8499,0,0.3783,0,17,40.7301,Active,G,0,0,16,0
24,83,F,11,461.8721,40.851,T,40.851,B,0.0,1,0.0,1,18,40.851,Active,G,0,0,10,0
24,83,F,12,503.7579,41.8858,T,40.851,B,12.3518,0,0.5019,0,18,40.851,Active,G,0,0,10,0
25,18,20,12,503.9266,41.6742,T,40.24,5,12.5205,0,0.1687,0,19,40.24,Active,G,0,0,21,0
26,24,14,12,504.3842,41.447,T,41.0122,4,12.9781,0,0.4576,0,1A,41.0122,Active,G,0,0,15,0
27,88,18,11,463.8094,41.3592,T,41.0848,5,0.0,1,0.0,1,1B,41.0848,Active,G,0,0,19,0
27,88,18,12,504.9556,41.1462,T,41.0848,5,13.5495,0,0.5714,0,1B,41.0848,Active,G,0,0,19,0
28,50,1A,12,505.2794,41.1147,T,40.4919,5,13.8733,0,0.3238,0,1C,40.4919,Active,G,0,0,1B,0
29,40,1F,11,465.074,41.3161,T,40.7231,9,0.0,1,0.0,1,1D,40.7231,Active,G,0,0,20,0
29,40,1F,12,506.4927,41.4187,T,40.7231,9,15.0866,0,1.2133,0,1D,40.7231,Active,G,0,0,20,0
30,17,1E,11,466.9925,41.7496,T,40.6655,5,0.0,1,0.0,1,1E,40.6655,Active,G,0,0,1F,0
30,17,1E,12,508.6566,41.6641,T,40.6655,5,17.2505,0,2.1639,0,1E,40.6655,Active,G,0,0,1F,0
31,63,1B,12,509.3347,40.9831,T,40.9831,C,17.9286,0,0.6781,0,1F,40.9831,Active,G,0,0,1C,0
32,44,1D,11,469.5688,42.3267,T,41.1159,6,0.0,1,0.0,1,20,41.1159,Active,G,0,0,1E,0
32,44,1D,12,511.2322,41.6634,T,41.1159,6,19.8261,0,1.8975,0,20,41.1159,Active,G,0,0,1E,0
33,11,1C,11,470.1636,43.5064,T,41.1199,6,0.0,1,0.0,1,21,41.1199,Active,G,0,0,1D,0
33,11,1C,12,512.5806,42.417,T,41.1199,6,21.1745,0,1.3484,0,21,41.1199,Active,G,0,0,1D,0
1,10,6,13,532.2898,40.8837,T,40.3446,3,0.0,0,0.0,0,1,40.3446,Active,G,0,0,7,8
2,9,0,13,532.4133,40.8576,T,40.6789,3,0.1235,0,0.1235,0,2,40.6789,Active,G,0,0,1,5
4,20,1,12,492.4232,40.8609,T,40.3596,6,0.0,1,0.1534,0,4,40.3596,Active,G,0,0,2,0
3,98,2,12,492.2698,41.1702,T,40.3928,6,0.0,1,0.0,1,3,40.3928,Active,G,0,0,3,0
8,26,3,12,494.3422,40.7774,T,40.4691,3,0.0,1,0.3912,0,8,40.4691,Active,G,0,0,4,0
7,29,4,12,493.951,40.9341,T,40.3675,8,0.0,1,0.2654,0,7,40.3675,Active,G,0,0,5,0
5,21,5,12,493.248,40.9543,T,40.503,6,0.0,1,0.8248,0,5,40.503,Active,G,0,0,6,0
6,27,7,12,493.6856,40.8814,T,40.4008,3,0.0,1,0.4376,0,6,40.4008,Active,G,0,0,8,0
10,12,8,12,495.8238,40.947,T,40.7128,8,0.0,1,0.323,0,A,40.7128,Active,G,0,0,9,0
9,28,9,12,495.5008,41.1076,T,40.7238,3,0.0,1,1.1586,0,9,40.7238,Active,G,0,0,A,0
11,19,A,12,496.1878,41.1342,T,40.6811,4,0.0,1,0.364,0,B,40.6811,Active,G,0,0,B,0
16,16,B,12,499.8157,41.4228,T,40.5515,4,0.0,1,1.1812,0,10,40.5515,Active,G,0,0,C,0
14,7,C,12,498.5234,41.1049,T,40.7751,8,0.0,1,1.2815,0,E,40.7751,Active,G,0,0,D,0
12,15,D,12,496.8075,41.3732,T,40.6574,4,0.0,1,0.6197,0,C,40.6574,Active,G,0,0,E,0
21,8,E,12,502.6289,41.7427,T,41.0454,9,0.0,1,0.3915,0,15,41.0454,Active,G,0,0,F,0
24,83,F,12,503.7579,41.8858,T,40.851,B,0.0,1,0.5019,0,18,40.851,Active,G,0,0,10,0
13,5,10,12,497.2419,41.1973,T,40.5438,4,0.0,1,0.4344,0,D,40.5438,Active,G,0,0,11,0
19,22,11,12,500.8796,40.9541,T,40.5996,4,0.0,1,0.7625,0,13,40.5996,Active,G,0,0,12,0
18,3,12,12,500.1171,41.293,T,40.4124,9,0.0,1,0.2746,0,12,40.4124,Active,G,0,0,13,0
15,77,13,12,498.6345,40.7768,T,40.2187,8,0.0,1,0.1111,0,F,40.2187,Active,G,0,0,14,0
26,24,14,12,504.3842,41.447,T,41.0122,4,0.0,1,0.4576,0,1A,41.0122,Active,G,0,0,15,0
23,2,15,12,503.256,41.9193,T,40.7301,4,0.0,1,0.3783,0,17,40.7301,Active,G,0,0,16,0
22,1,16,12,502.8777,41.4999,T,40.7448,B,0.0,1,0.2488,0,16,40.7448,Active,G,0,0,17,0
17,14,17,12,499.8425,41.3749,T,40.6734,7,0.0,1,0.0268,0,11,40.6734,Active,G,0,0,18,0
27,88,18,12,504.9556,41.1462,T,41.0848,5,0.0,1,0.5714,0,1B,41.0848,Active,G,0,0,19,0
20,4,19,12,502.2374,41.0805,T,40.4988,4,0.0,1,1.3578,0,14,40.4988,Active,G,0,0,1A,0
28,50,1A,12,505.2794,41.1147,T,40.4919,5,0.0,1,0.3238,0,1C,40.4919,Active,G,0,0,1B,0
31,63,1B,12,509.3347,40.9831,T,40.9831,C,0.0,1,0.6781,0,1F,40.9831,Active,G,0,0,1C,0
33,11,1C,12,512.5806,42.417,T,41.1199,6,0.0,1,1.3484,0,21,41.1199,Active,G,0,0,1D,0
32,44,1D,12,511.2322,41.6634,T,41.1159,6,0.0,1,1.8975,0,20,41.1159,Active,G,0,0,1E,0
30,17,1E,12,508.6566,41.6641,T,40.6655,5,0.0,1,2.1639,0,1E,40.6655,Active,G,0,0,1F,0
29,40,1F,12,506.4927,41.4187,T,40.7231,9,0.0,1,1.2133,0,1D,40.7231,Active,G,0,0,20,0
25,18,20,12,503.9266,41.6742,T,40.24,5,0.0,1,0.1687,0,19,40.24,Active,G,0,0,21,0
3,98,2,13,533.0669,40.7971,T,40.3928,6,0.7771,0,0.6536,0,3,40.3928,Active,G,0,0,3,0
4,20,1,13,533.4817,41.0585,T,40.3596,6,1.1919,0,0.4148,0,4,40.3596,Active,G,0,0,2,0
5,21,5,12,493.248,40.9543,T,40.503,6,0.0,1,0.0,1,5,40.503,Active,G,0,0,6,0
5,21,5,13,534.1044,40.8564,T,40.503,6,1.8146,0,0.6227,0,5,40.503,Active,G,0,0,6,0
6,27,7,12,493.6856,40.8814,T,40.4008,3,0.0,1,0.0,1,6,40.4008,Active,G,0,0,8,0
6,27,7,13,534.6014,40.9158,T,40.4008,3,2.3116,0,0.497,0,6,40.4008,Active,G,0,0,8,0
7,29,4,13,534.7781,40.8271,T,40.3675,8,2.4883,0,0.1767,0,7,40.3675,Active,G,0,0,5,0
8,26,3,13,535.1954,40.8532,T,40.4691,3,2.9056,0,0.4173,0,8,40.4691,Active,G,0,0,4,0
9,28,9,12,495.5008,41.1076,T,40.7238,3,0.0,1,0.0,1,9,40.7238,Active,G,0,0,A,0
9,28,9,13,536.3073,40.8065,T,40.7238,3,4.0175,0,1.1119,0,9,40.7238,Active,G,0,0,A,0
10,12,8,12,495.8238,40.947,T,40.7128,8,0.0,1,0.0,1,A,40.7128,Active,G,0,0,9,0
10,12,8,13,536.9725,41.1487,T,40.7128,8,4.6827,0,0.6652,0,A,40.7128,Active,G,0,0,9,0
11,19,A,13,537.2182,41.0304,T,40.6811,4,4.9284,0,0.2457,0,B,40.6811,Active,G,0,0,B,0
12,15,D,12,496.8075,41.3732,T,40.6574,4,0.0,1,0.0,1,C,40.6574,Active,G,0,0,E,0
12,15,D,13,537.7577,40.9502,T,40.6574,4,5.4679,0,0.5395,0,C,40.6574,Active,G,0,0,E,0
13,5,10,13,538.4754,41.2335,T,40.5438,4,6.1856,0,0.7177,0,D,40.5438,Active,G,0,0,11,0
14,7,C,12,498.5234,41.1049,T,40.7751,8,0.0,1,0.0,1,E,40.7751,Active,G,0,0,D,0
14,7,C,13,539.3602,40.8368,T,40.7751,8,7.0704,0,0.8848,0,E,40.7751,Active,G,0,0,D,0
15,77,13,13,539.4622,40.8277,T,40.2187,8,7.1724,0,0.102,0,F,40.2187,Active,G,0,0,14,0
16,16,B,12,499.8157,41.4228,T,40.5515,4,0.0,1,0.0,1,10,40.5515,Active,G,0,0,C,0
16,14,17,13,541.1912,41.3487,T,40.6734,7,8.9014,0,1.729,0,10,40.6734,Active,G,0,0,18,0
17,16,B,12,499.8157,41.4228,T,40.5515,4,0.0,1,0.0,1,11,40.5515,Active,G,0,0,C,0
18,3,12,12,500.1171,41.293,T,40.4124,9,0.0,1,0.3014,0,12,40.4124,Active,G,0,0,13,0
17,3,12,13,541.4827,41.3656,T,40.4124,9,9.1929,0,0.2915,0,11,40.4124,Active,G,0,0,13,0
18,22,11,13,542.0976,41.218,T,40.5996,4,9.8078,0,0.6149,0,12,40.5996,Active,G,0,0,12,0
19,16,B,12,499.8157,41.4228,T,40.5515,4,0.0,1,0.0,1,13,40.5515,Active,G,0,0,C,0
20,4,19,12,502.2374,41.0805,T,40.4988,4,0.0,1,2.4217,0,14,40.4988,Active,G,0,0,1A,0
19,16,B,13,542.8902,43.0745,T,40.5515,4,10.6004,0,0.7926,0,13,40.5515,Active,G,0,0,C,0
20,4,19,12,502.2374,41.0805,T,40.4988,4,0.0,1,0.0,1,14,40.4988,Active,G,0,0,1A,0
20,4,19,13,543.8062,41.5688,T,40.4988,4,11.5164,0,0.916,0,14,40.4988,Active,G,0,0,1A,0
21,1,16,13,543.8069,40.9292,T,40.7448,B,11.5171,0,0.0007,0,15,40.7448,Active,G,0,0,17,0
22,8,E,12,502.6289,41.7427,T,41.0454,9,0.0,1,0.0,1,16,41.0454,Active,G,0,0,F,0
23,2,15,12,503.256,41.9193,T,40.7301,4,0.0,1,0.6271,0,17,40.7301,Active,G,0,0,16,0
22,2,15,13,544.7423,41.4863,T,40.7301,4,12.4525,0,0.9354,0,16,40.7301,Active,G,0,0,16,0
23,8,E,13,545.271,42.6421,T,41.0454,9,12.9812,0,0.5287,0,17,41.0454,Active,G,0,0,F,0
24,83,F,13,545.3218,41.5639,T,40.851,B,13.032,0,0.0508,0,18,40.851,Active,G,0,0,10,0
25,18,20,13,545.6452,41.7186,T,40.24,5,13.3554,0,0.3234,0,19,40.24,Active,G,0,0,21,0
26,24,14,12,504.3842,41.447,T,41.0122,4,0.0,1,0.0,1,1A,41.0122,Active,G,0,0,15,0
26,24,14,13,545.9772,41.593,T,41.0122,4,13.6874,0,0.332,0,1A,41.0122,Active,G,0,0,15,0
27,50,1A,13,546.4931,41.2137,T,40.4919,5,14.2033,0,0.5159,0,1B,40.4919,Active,G,0,0,1B,0
28,88,18,12,504.9556,41.1462,T,41.0848,5,0.0,1,0.0,1,1C,41.0848,Active,G,0,0,19,0
29,40,1F,12,506.4927,41.4187,T,40.7231,9,0.0,1,1.5371,0,1D,40.7231,Active,G,0,0,20,0
28,88,18,13,546.7765,41.8209,T,41.0848,5,14.4867,0,0.2834,0,1C,41.0848,Active,G,0,0,19,0
29,40,1F,12,506.4927,41.4187,T,40.7231,9,0.0,1,0.0,1,1D,40.7231,Active,G,0,0,20,0
29,40,1F,13,547.9727,41.48,T,40.7231,9,15.6829,0,1.1962,0,1D,40.7231,Active,G,0,0,20,0
30,17,1E,12,508.6566,41.6641,T,40.6655,5,0.0,1,0.0,1,1E,40.6655,Active,G,0,0,1F,0
30,17,1E,13,550.3329,41.6763,T,40.6655,5,18.0431,0,2.3602,0,1E,40.6655,Active,G,0,0,1F,0
31,63,1B,12,509.3347,40.9831,T,40.9831,C,0.0,1,0.0,1,1F,40.9831,Active,G,0,0,1C,0
31,63,1B,13,550.8685,41.5338,T,40.9831,C,18.5787,0,0.5356,0,1F,40.9831,Active,G,0,0,1C,0
32,44,1D,12,511.2322,41.6634,T,41.1159,6,0.0,1,0.0,1,20,41.1159,Active,G,0,0,1E,0
32,44,1D,13,552.7407,41.5085,T,41.1159,6,20.4509,0,1.8722,0,20,41.1159,Active,G,0,0,1E,0
33,11,1C,12,512.5806,42.417,T,41.1199,6,0.0,1,0.0,1,21,41.1199,Active,G,0,0,1D,0
33,11,1C,13,554.8186,42.238,T,41.1199,6,22.5288,0,2.0779,0,21,41.1199,Active,G,0,0,1D,0
1,10,6,14,573.2887,40.9989,T,40.3446,3,0.0,0,0.0,0,1,40.3446,Active,G,0,0,7,9
2,9,0,14,573.5717,41.1584,T,40.6789,3,0.283,0,0.283,0,2,40.6789,Active,G,0,0,1,5
4,20,1,13,533.4817,41.0585,T,40.3596,6,0.0,1,0.4148,0,4,40.3596,Active,G,0,0,2,0
3,98,2,13,533.0669,40.7971,T,40.3928,6,0.0,1,0.0,1,3,40.3928,Active,G,0,0,3,0
8,26,3,13,535.1954,40.8532,T,40.4691,3,0.0,1,0.4173,0,8,40.4691,Active,G,0,0,4,0
7,29,4,13,534.7781,40.8271,T,40.3675,8,0.0,1,0.1767,0,7,40.3675,Active,G,0,0,5,0
5,21,5,13,534.1044,40.8564,T,40.503,6,0.0,1,0.6227,0,5,40.503,Active,G,0,0,6,0
6,27,7,13,534.6014,40.9158,T,40.4008,3,0.0,1,0.497,0,6,40.4008,Active,G,0,0,8,0
10,12,8,13,536.9725,41.1487,T,40.7128,8,0.0,1,0.6652,0,A,40.7128,Active,G,0,0,9,0
9,28,9,13,536.3073,40.8065,T,40.7238,3,0.0,1,1.1119,0,9,40.7238,Active,G,0,0,A,0
11,19,A,13,537.2182,41.0304,T,40.6811,4,0.0,1,0.2457,0,B,40.6811,Active,G,0,0,B,0
19,16,B,13,542.8902,43.0745,T,40.5515,4,0.0,1,0.7926,0,13,40.5515,Active,G,0,0,C,0
14,7,C,13,539.3602,40.8368,T,40.7751,8,0.0,1,0.8848,0,E,40.7751,Active,G,0,0,D,0
12,15,D,13,537.7577,40.9502,T,40.6574,4,0.0,1,0.5395,0,C,40.6574,Active,G,0,0,E,0
23,8,E,13,545.271,42.6421,T,41.0454,9,0.0,1,0.5287,0,17,41.0454,Active,G,0,0,F,0
24,83,F,13,545.3218,41.5639,T,40.851,B,0.0,1,0.0508,0,18,40.851,Active,G,0,0,10,0
13,5,10,13,538.4754,41.2335,T,40.5438,4,0.0,1,0.7177,0,D,40.5438,Active,G,0,0,11,0
18,22,11,13,542.0976,41.218,T,40.5996,4,0.0,1,0.6149,0,12,40.5996,Active,G,0,0,12,0
17,3,12,13,541.4827,41.3656,T,40.4124,9,0.0,1,0.2915,0,11,40.4124,Active,G,0,0,13,0
15,77,13,13,539.4622,40.8277,T,40.2187,8,0.0,1,0.102,0,F,40.2187,Active,G,0,0,14,0
26,24,14,13,545.9772,41.593,T,41.0122,4,0.0,1,0.332,0,1A,41.0122,Active,G,0,0,15,0
22,2,15,13,544.7423,41.4863,T,40.7301,4,0.0,1,0.9354,0,16,40.7301,Active,G,0,0,16,0
21,1,16,13,543.8069,40.9292,T,40.7448,B,0.0,1,0.0007,0,15,40.7448,Active,G,0,0,17,0
16,14,17,13,541.1912,41.3487,T,40.6734,7,0.0,1,1.729,0,10,40.6734,Active,G,0,0,18,0
28,88,18,13,546.7765,41.8209,T,41.0848,5,0.0,1,0.2834,0,1C,41.0848,Active,G,0,0,19,0
20,4,19,13,543.8062,41.5688,T,40.4988,4,0.0,1,0.916,0,14,40.4988,Active,G,0,0,1A,0
27,50,1A,13,546.4931,41.2137,T,40.4919,5,0.0,1,0.5159,0,1B,40.4919,Active,G,0,0,1B,0
31,63,1B,13,550.8685,41.5338,T,40.9831,C,0.0,1,0.5356,0,1F,40.9831,Active,G,0,0,1C,0
33,11,1C,13,554.8186,42.238,T,41.1199,6,0.0,1,2.0779,0,21,41.1199,Active,G,0,0,1D,0
32,44,1D,13,552.7407,41.5085,T,41.1159,6,0.0,1,1.8722,0,20,41.1159,Active,G,0,0,1E,0
30,17,1E,13,550.3329,41.6763,T,40.6655,5,0.0,1,2.3602,0,1E,40.6655,Active,G,0,0,1F,0
29,40,1F,13,547.9727,41.48,T,40.7231,9,0.0,1,1.1962,0,1D,40.7231,Active,G,0,0,20,0
25,18,20,13,545.6452,41.7186,T,40.24,5,0.0,1,0.3234,0,19,40.24,Active,G,0,0,21,0
3,98,2,14,573.9363,40.8694,T,40.3928,6,0.6476,0,0.3646,0,3,40.3928,Active,G,0,0,3,0
4,20,1,14,574.4538,40.9721,T,40.3596,6,1.1651,0,0.5175,0,4,40.3596,Active,G,0,0,2,0
5,21,5,13,534.1044,40.8564,T,40.503,6,0.0,1,0.0,1,5,40.503,Active,G,0,0,6,0
5,21,5,14,574.992,40.8876,T,40.503,6,1.7033,0,0.5382,0,5,40.503,Active,G,0,0,6,0
6,27,7,13,534.6014,40.9158,T,40.4008,3,0.0,1,0.0,1,6,40.4008,Active,G,0,0,8,0
6,27,7,14,575.6835,41.0821,T,40.4008,3,2.3948,0,0.6915,0,6,40.4008,Active,G,0,0,8,0
7,29,4,14,575.9722,41.1941,T,40.3675,8,2.6835,0,0.2887,0,7,40.3675,Active,G,0,0,5,0
8,26,3,14,576.3255,41.1301,T,40.4691,3,3.0368,0,0.3533,0,8,40.4691,Active,G,0,0,4,0
9,28,9,13,536.3073,40.8065,T,40.7238,3,0.0,1,0.0,1,9,40.7238,Active,G,0,0,A,0
9,28,9,14,577.3101,41.0028,T,40.7238,3,4.0214,0,0.9846,0,9,40.7238,Active,G,0,0,A,0
10,12,8,13,536.9725,41.1487,T,40.7128,8,0.0,1,0.0,1,A,40.7128,Active,G,0,0,9,0
10,12,8,14,577.9862,41.0137,T,40.7128,8,4.6975,0,0.6761,0,A,40.7128,Active,G,0,0,9,0
11,19,A,14,578.0433,40.8251,T,40.6811,4,4.7546,0,0.0571,0,B,40.6811,Active,G,0,0,B,0
12,15,D,13,537.7577,40.9502,T,40.6574,4,0.0,1,0.0,1,C,40.6574,Active,G,0,0,E,0
12,15,D,14,578.673,40.9153,T,40.6574,4,5.3843,0,0.6297,0,C,40.6574,Active,G,0,0,E,0
13,5,10,14,579.3383,40.8629,T,40.5438,4,6.0496,0,0.6653,0,D,40.5438,Active,G,0,0,11,0
14,7,C,13,539.3602,40.8368,T,40.7751,8,0.0,1,0.0,1,E,40.7751,Active,G,0,0,D,0
14,7,C,14,580.2107,40.8505,T,40.7751,8,6.922,0,0.8724,0,E,40.7751,Active,G,0,0,D,0
15,77,13,14,580.4498,40.9876,T,40.2187,8,7.1611,0,0.2391,0,F,40.2187,Active,G,0,0,14,0
16,14,17,13,541.1912,41.3487,T,40.6734,7,0.0,1,0.0,1,10,40.6734,Active,G,0,0,18,0
16,3,12,14,582.5988,41.1161,T,40.4124,9,9.3101,0,2.149,0,10,40.4124,Active,G,0,0,13,0
17,14,17,14,582.6159,41.4247,T,40.6734,7,9.3272,0,0.0171,0,11,40.6734,Active,G,0,0,18,0
18,22,11,14,583.1402,41.0426,T,40.5996,4,9.8515,0,0.5243,0,12,40.5996,Active,G,0,0,12,0
19,16,B,13,542.8902,43.0745,T,40.5515,4,0.0,1,0.0,1,13,40.5515,Active,G,0,0,C,0
19,16,B,14,584.2382,41.348,T,40.5515,4,10.9495,0,1.098,0,13,40.5515,Active,G,0,0,C,0
20,1,16,14,584.3817,40.5748,T,40.5748,E,11.093,0,0.1435,0,14,40.5748,Active,G,0,0,17,0
22,2,15,13,544.7423,41.4863,T,40.7301,4,0.0,1,0.9361,0,16,40.7301,Active,G,0,0,16,0
21,4,19,13,543.8062,41.5688,T,40.4988,4,0.0,1,0.0,1,15,40.4988,Active,G,0,0,1A,0
21,4,19,14,585.1936,41.3874,T,40.4988,4,11.9049,0,0.8119,0,15,40.4988,Active,G,0,0,1A,0
22,2,15,13,544.7423,41.4863,T,40.7301,4,0.0,1,0.0,1,16,40.7301,Active,G,0,0,16,0
22,2,15,14,585.5117,40.7694,T,40.7301,4,12.223,0,0.3181,0,16,40.7301,Active,G,0,0,16,0
23,8,E,13,545.271,42.6421,T,41.0454,9,0.0,1,0.0,1,17,41.0454,Active,G,0,0,F,0
23,83,F,14,586.5698,41.248,T,40.851,B,13.2811,0,1.0581,0,17,40.851,Active,G,0,0,10,0
24,8,E,14,587.5688,42.2978,T,41.0454,9,14.2801,0,0.999,0,18,41.0454,Active,G,0,0,F,0
25,18,20,13,545.6452,41.7186,T,40.24,5,0.0,1,0.0,1,19,40.24,Active,G,0,0,21,0
25,18,20,14,587.9382,42.293,T,40.24,5,14.6495,0,0.3694,0,19,40.24,Active,G,0,0,21,0
26,24,14,14,588.2659,42.2887,T,41.0122,4,14.9772,0,0.3277,0,1A,41.0122,Active,G,0,0,15,0
27,50,1A,14,588.644,42.1509,T,40.4919,5,15.3553,0,0.3781,0,1B,40.4919,Active,G,0,0,1B,0
28,88,18,13,546.7765,41.8209,T,41.0848,5,0.0,1,0.0,1,1C,41.0848,Active,G,0,0,19,0
28,88,18,14,588.9185,42.142,T,41.0848,5,15.6298,0,0.2745,0,1C,41.0848,Active,G,0,0,19,0
29,40,1F,14,589.314,41.3413,T,40.7231,9,16.0253,0,0.3955,0,1D,40.7231,Active,G,0,0,20,0
30,17,1E,13,550.3329,41.6763,T,40.6655,5,0.0,1,0.0,1,1E,40.6655,Active,G,0,0,1F,0
30,17,1E,14,591.7966,41.4637,T,40.6655,5,18.5079,0,2.4826,0,1E,40.6655,Active,G,0,0,1F,0
31,63,1B,14,592.0957,41.2272,T,40.9831,C,18.807,0,0.2991,0,1F,40.9831,Active,G,0,0,1C,0
32,44,1D,13,552.7407,41.5085,T,41.1159,6,0.0,1,0.0,1,20,41.1159,Active,G,0,0,1E,0
32,44,1D,14,594.3114,41.5707,T,41.1159,6,21.0227,0,2.2157,0,20,41.1159,Active,G,0,0,1E,0
33,11,1C,13,554.8186,42.238,T,41.1199,6,0.0,1,0.0,1,21,41.1199,Active,G,0,0,1D,0
33,11,1C,14,596.9753,42.1567,T,41.1199,6,23.6866,0,2.6639,0,21,41.1199,Active,G,0,0,1D,0
1,10,6,15,614.1918,40.9031,T,40.3446,3,0.0,0,0.0,0,1,40.3446,Active,G,0,0,7,A
2,9,0,15,614.4857,40.914,T,40.6789,3,0.2939,0,0.2939,0,2,40.6789,Active,G,0,0,1,5
4,20,1,14,574.4538,40.9721,T,40.3596,6,0.0,1,0.5175,0,4,40.3596,Active,G,0,0,2,0
3,98,2,14,573.9363,40.8694,T,40.3928,6,0.0,1,0.0,1,3,40.3928,Active,G,0,0,3,0
8,26,3,14,576.3255,41.1301,T,40.4691,3,0.0,1,0.3533,0,8,40.4691,Active,G,0,0,4,0
7,29,4,14,575.9722,41.1941,T,40.3675,8,0.0,1,0.2887,0,7,40.3675,Active,G,0,0,5,0
5,21,5,14,574.992,40.8876,T,40.503,6,0.0,1,0.5382,0,5,40.503,Active,G,0,0,6,0
6,27,7,14,575.6835,41.0821,T,40.4008,3,0.0,1,0.6915,0,6,40.4008,Active,G,0,0,8,0
10,12,8,14,577.9862,41.0137,T,40.7128,8,0.0,1,0.6761,0,A,40.7128,Active,G,0,0,9,0
9,28,9,14,577.3101,41.0028,T,40.7238,3,0.0,1,0.9846,0,9,40.7238,Active,G,0,0,A,0
11,19,A,14,578.0433,40.8251,T,40.6811,4,0.0,1,0.0571,0,B,40.6811,Active,G,0,0,B,0
19,16,B,14,584.2382,41.348,T,40.5515,4,0.0,1,1.098,0,13,40.5515,Active,G,0,0,C,0
14,7,C,14,580.2107,40.8505,T,40.7751,8,0.0,1,0.8724,0,E,40.7751,Active,G,0,0,D,0
12,15,D,14,578.673,40.9153,T,40.6574,4,0.0,1,0.6297,0,C,40.6574,Active,G,0,0,E,0
24,8,E,14,587.5688,42.2978,T,41.0454,9,0.0,1,0.999,0,18,41.0454,Active,G,0,0,F,0
23,83,F,14,586.5698,41.248,T,40.851,B,0.0,1,1.0581,0,17,40.851,Active,G,0,0,10,0
13,5,10,14,579.3383,40.8629,T,40.5438,4,0.0,1,0.6653,0,D,40.5438,Active,G,0,0,11,0
18,22,11,14,583.1402,41.0426,T,40.5996,4,0.0,1,0.5243,0,12,40.5996,Active,G,0,0,12,0
16,3,12,14,582.5988,41.1161,T,40.4124,9,0.0,1,2.149,0,10,40.4124,Active,G,0,0,13,0
15,77,13,14,580.4498,40.9876,T,40.2187,8,0.0,1,0.2391,0,F,40.2187,Active,G,0,0,14,0
26,24,14,14,588.2659,42.2887,T,41.0122,4,0.0,1,0.3277,0,1A,41.0122,Active,G,0,0,15,0
22,2,15,14,585.5117,40.7694,T,40.7301,4,0.0,1,0.3181,0,16,40.7301,Active,G,0,0,16,0
20,1,16,14,584.3817,40.5748,T,40.5748,E,0.0,1,0.1435,0,14,40.5748,Active,G,0,0,17,0
17,14,17,14,582.6159,41.4247,T,40.6734,7,0.0,1,0.0171,0,11,40.6734,Active,G,0,0,18,0
28,88,18,14,588.9185,42.142,T,41.0848,5,0.0,1,0.2745,0,1C,41.0848,Active,G,0,0,19,0
21,4,19,14,585.1936,41.3874,T,40.4988,4,0.0,1,0.8119,0,15,40.4988,Active,G,0,0,1A,0
27,50,1A,14,588.644,42.1509,T,40.4919,5,0.0,1,0.3781,0,1B,40.4919,Active,G,0,0,1B,0
31,63,1B,14,592.0957,41.2272,T,40.9831,C,0.0,1,0.2991,0,1F,40.9831,Active,G,0,0,1C,0
