MyIdx,car_number,completed_laps,rank,elapsed_time,rank_diff,time_diff
7460,3,81,5,4425.0247,0.0,41.49039999999968
7542,3,82,5,4466.5531,0.0,41.52840000000015
7628,3,83,5,4508.0514,0.0,41.4983000000002
7712,3,84,5,4549.6068,0.0,41.55539999999928
7794,3,85,5,4590.9003,0.0,41.29350000000068
7877,3,86,5,4632.3155,0.0,41.41519999999946
7960,3,87,5,4673.9034,0.0,41.587900000000445
8041,3,88,5,4715.4527,0.0,41.549299999999675
8125,3,89,5,4757.2098,0.0,41.75709999999981
8205,3,90,4,4800.9776,-1.0,43.767800000000534
8293,3,91,4,4842.027,0.0,41.04939999999988
8391,3,92,3,4883.1318,-1.0,41.10480000000007
8493,3,93,2,4924.3479,-1.0,41.21609999999964
8630,3,94,2,4977.8942,0.0,53.546299999999974
8836,3,95,19,5044.3721,17.0,66.47789999999986
8945,3,96,16,5085.3994,-3.0,41.02730000000065
9050,3,97,15,5128.3155,-1.0,42.91609999999946
9135,3,98,13,5170.3941,-2.0,42.07860000000073
9224,3,99,13,5213.4886,0.0,43.09449999999924
9322,3,100,13,5256.56,0.0,43.07140000000072
9413,3,101,12,5299.6503,-1.0,43.09029999999984
9510,3,102,10,5342.196,-2.0,42.54569999999967
9605,3,103,10,5382.8018,0.0,40.60580000000027
9702,3,104,9,5423.7602,-1.0,40.95839999999953
9796,3,105,9,5466.4989,0.0,42.73869999999988
9889,3,106,6,5510.0908,-3.0,43.59190000000035
9995,3,107,6,5553.3031,0.0,43.21230000000014
10103,3,108,5,5595.2866,-1.0,41.98350000000028
10192,3,109,5,5635.8601,0.0,40.57349999999951
10288,3,110,5,5676.7719,0.0,40.91179999999986
10373,3,111,5,5717.6599,0.0,40.88799999999992
10455,3,112,5,5758.9012,0.0,41.24130000000059
10537,3,113,5,5800.1269999999995,0.0,41.22579999999925
10621,3,114,5,5841.4428,0.0,41.31580000000031
10706,3,115,5,5882.593000000001,0.0,41.15020000000095
10792,3,116,5,5924.0591,0.0,41.46609999999964
10878,3,117,5,5965.6371,0.0,41.57799999999952
10964,3,118,5,6007.2895,0.0,41.65239999999994
11050,3,119,5,6048.82,0.0,41.53049999999985
11136,3,120,5,6090.2499,0.0,41.42990000000009
11221,3,121,5,6131.8601,0.0,41.61020000000008
11312,3,122,5,6173.5757,0.0,41.71560000000045
11400,3,123,5,6215.8513,0.0,42.27559999999994
11488,3,124,5,6259.8675,0.0,44.016200000000026
11574,3,125,5,6301.1662,0.0,41.29869999999937
11670,3,126,5,6342.4285,0.0,41.26230000000032
11760,3,127,4,6384.3451,-1.0,41.91659999999956
11870,3,128,5,6438.418000000001,1.0,54.07290000000103
12028,3,129,18,6505.8168,13.0,67.39879999999903
12131,3,130,16,6546.2665,-2.0,40.44970000000012
12240,3,131,13,6586.4203,-3.0,40.15380000000005
12343,3,132,13,6627.3679,0.0,40.94760000000042
12440,3,133,13,6668.9158,0.0,41.54789999999957
12530,3,134,12,6710.7746,-1.0,41.858799999999974
12628,3,135,12,6752.7363,0.0,41.96169999999984
12715,3,136,10,6795.0086,-2.0,42.27230000000054
12815,3,137,9,6837.2831,-1.0,42.274499999999534
12915,3,138,8,6879.371999999999,-1.0,42.08889999999974
13024,3,139,8,6952.8781,0.0,73.50610000000052
13123,3,140,8,7036.844,0.0,83.96590000000015
13216,3,141,6,7153.7433,-2.0,116.89930000000004
13321,3,142,5,7257.4373,-1.0,103.6939999999995
13429,3,143,5,7360.294,0.0,102.85670000000027
13521,3,144,5,7460.4164,0.0,100.1224000000002
13605,3,145,5,7539.222,0.0,78.80559999999969
14016,3,146,26,7918.1674,21.0,378.9454000000005
10,4,0,11,1.4313,0.0,0.0
87,4,1,14,46.9758,3.0,45.5445
166,4,2,14,88.5802,0.0,41.604400000000005
247,4,3,13,130.10399999999998,-1.0,41.52379999999998
327,4,4,13,171.3932,0.0,41.28920000000002
409,4,5,13,212.7971,0.0,41.40389999999999
491,4,6,13,254.3784,0.0,41.5813
576,4,7,13,295.9577,0.0,41.57929999999999
661,4,8,13,337.8812,0.0,41.92349999999999
747,4,9,13,379.6526,0.0,41.77140000000003
833,4,10,13,421.32800000000003,0.0,41.675400000000025
922,4,11,13,463.0496,0.0,41.72159999999997
1007,4,12,13,504.7487,0.0,41.69909999999999
1095,4,13,13,546.4956,0.0,41.74689999999998
1184,4,14,13,588.325,0.0,41.82940000000008
1273,4,15,13,629.7008,0.0,41.37579999999991
1363,4,16,13,671.547,0.0,41.84620000000007
1453,4,17,13,713.6423,0.0,42.09529999999995
1543,4,18,13,755.6635,0.0,42.02120000000002
1632,4,19,13,797.3376,0.0,41.67409999999995
1722,4,20,13,839.3248,0.0,41.98720000000003
1812,4,21,13,881.3831,0.0,42.05830000000003
1901,4,22,13,923.4375,0.0,42.05439999999999
1992,4,23,13,965.3188,0.0,41.88130000000001
2082,4,24,13,1007.5296,0.0,42.21079999999995
